txn_id,user_id,merchant_id,txn_ts,amount,txn_status,channel,device_id
823,176,48,2024-04-02 16:01:39,788.58,SUCCESS,WALLET,DEV0222
824,69,10,2024-06-23 20:47:14,714.79,SUCCESS,CARD,DEV0003
825,83,48,2025-01-09 02:41:58,0.0,FAILED,WALLET,DEV0113
826,9,36,2024-12-12 13:37:45,4318.13,SUCCESS,UPI,DEV0294
827,140,24,2024-04-23 18:26:10,3208.45,SUCCESS,UPI,DEV0076
828,5,30,2024-08-01 18:29:00,1481.04,SUCCESS,UPI,DEV0022
829,40,70,2024-12-01 08:41:12,1672.22,SUCCESS,CARD,DEV0184
830,128,66,2024-01-02 23:52:54,2509.14,SUCCESS,WALLET,DEV0252
831,192,57,2025-01-19 15:47:49,1469.7,SUCCESS,CARD,DEV0288
832,16,40,2024-05-06 05:22:07,3502.34,PENDING,UPI,DEV0422
833,108,9,2024-09-18 12:59:28,0.0,SUCCESS,CARD,DEV0328
834,151,73,2024-10-30 12:01:26,710.29,SUCCESS,UPI,DEV0353
835,16,3,2024-04-27 15:22:28,2265.58,SUCCESS,UPI,DEV0181
836,38,13,2024-07-17 23:57:27,3753.03,SUCCESS,UPI,DEV0134
837,88,71,2024-11-03 23:29:37,1239.77,PENDING,CARD,DEV0059
838,169,17,2024-08-13 08:05:02,2266.6,PENDING,UPI,DEV0166
839,9,79,2024-04-01 04:01:27,0.0,SUCCESS,UPI,DEV0067
840,192,19,2024-01-23 01:33:31,627.2,SUCCESS,UPI,DEV0015
841,34,13,2024-12-25 23:31:11,2623.38,FAILED,CARD,DEV0215
842,15,7,2024-11-30 05:25:38,3128.58,SUCCESS,CARD,DEV0180
843,117,9,2024-06-30 23:31:06,1874.81,SUCCESS,WALLET,DEV0039
844,129,35,2024-10-18 09:21:42,0.0,SUCCESS,CARD,DEV0267
845,24,31,2024-05-14 21:17:49,2410.09,SUCCESS,WALLET,DEV0092
846,177,24,2024-09-13 18:18:46,0.0,SUCCESS,CARD,DEV0175
847,133,61,2025-01-23 04:42:34,1807.39,SUCCESS,UPI,DEV0127
848,112,17,2024-09-13 07:14:35,2319.82,SUCCESS,CARD,DEV0134
849,157,36,2024-11-22 18:34:01,1058.46,SUCCESS,CARD,DEV0414
850,80,2,2024-01-09 21:53:46,3076.92,SUCCESS,CARD,DEV0022
851,114,12,2024-08-11 19:46:20,688.57,FAILED,WALLET,DEV0271
852,36,13,2024-08-20 13:41:52,0.0,SUCCESS,UPI,DEV0396
853,6,77,2024-03-10 21:05:32,0.0,SUCCESS,WALLET,DEV0188
854,136,3,2024-08-02 00:15:11,0.0,FAILED,UPI,DEV0055
855,118,47,2024-11-15 09:30:45,2661.9,SUCCESS,CARD,DEV0094
856,173,11,2024-02-18 14:18:05,635.88,SUCCESS,CARD,DEV0227
857,104,18,2024-05-27 03:44:10,1797.56,FAILED,CARD,DEV0085
858,60,80,2024-07-15 14:22:08,4112.8,SUCCESS,CARD,DEV0371
859,181,24,2024-04-08 17:31:21,384.58,FAILED,WALLET,DEV0428
860,176,78,2024-12-09 01:32:08,344.11,SUCCESS,WALLET,DEV0232
861,59,43,2024-05-03 19:05:52,0.0,SUCCESS,UPI,DEV0215
862,114,24,2024-06-21 13:09:29,3945.31,SUCCESS,WALLET,DEV0157
863,158,30,2024-11-06 00:02:02,663.32,SUCCESS,WALLET,DEV0376
864,190,47,2024-09-17 09:08:42,0.0,SUCCESS,UPI,DEV0351
865,48,24,2024-11-18 19:54:53,0.0,SUCCESS,UPI,DEV0243
866,178,55,2024-06-03 23:48:15,242.12,FAILED,UPI,DEV0159
867,73,40,2024-04-12 14:24:17,0.0,SUCCESS,WALLET,DEV0175
868,48,19,2024-03-10 11:50:54,1393.6,SUCCESS,CARD,DEV0379
869,94,35,2024-01-04 15:24:14,0.0,SUCCESS,WALLET,DEV0090
870,169,29,2024-08-31 20:08:28,2323.8,SUCCESS,CARD,DEV0274
871,119,32,2024-07-06 07:33:32,3045.79,SUCCESS,UPI,DEV0292
872,189,11,2025-01-19 18:07:58,0.0,PENDING,WALLET,DEV0316
873,177,68,2024-10-03 17:22:59,0.0,SUCCESS,WALLET,DEV0428
874,114,71,2024-09-19 23:42:15,0.0,PENDING,WALLET,DEV0281
875,82,66,2024-11-07 21:11:25,4747.68,SUCCESS,WALLET,DEV0257
876,20,62,2024-09-04 12:36:30,2838.67,SUCCESS,UPI,DEV0275
877,86,62,2024-10-23 18:48:58,0.0,SUCCESS,WALLET,DEV0130
878,28,4,2024-11-28 00:04:29,2685.48,SUCCESS,WALLET,DEV0143
879,50,13,2024-06-15 18:55:45,2322.02,SUCCESS,WALLET,DEV0185
880,181,59,2024-02-17 20:16:06,1554.68,SUCCESS,WALLET,DEV0341
881,157,46,2024-03-19 22:04:08,3127.82,SUCCESS,CARD,DEV0348
882,32,48,2024-03-18 18:20:23,0.0,SUCCESS,WALLET,DEV0392
883,78,46,2024-07-04 09:45:44,1660.11,SUCCESS,WALLET,DEV0285
884,137,42,2024-06-27 07:48:49,0.0,SUCCESS,CARD,DEV0439
885,186,8,2024-03-29 06:41:13,1508.82,SUCCESS,UPI,DEV0069
886,45,45,2024-10-06 21:00:36,4664.51,SUCCESS,CARD,DEV0073
887,101,57,2024-06-04 15:43:36,1420.43,SUCCESS,CARD,DEV0140
888,151,60,2024-01-25 10:46:51,0.0,SUCCESS,UPI,DEV0234
889,126,60,2024-11-03 21:18:26,6143.59,SUCCESS,CARD,DEV0250
890,177,16,2025-01-17 11:10:18,1469.27,SUCCESS,CARD,DEV0354
891,158,17,2024-02-29 00:42:01,2119.97,SUCCESS,CARD,DEV0095
892,200,57,2024-12-10 23:22:01,2142.18,SUCCESS,UPI,DEV0147
893,30,45,2024-02-19 16:18:52,0.0,SUCCESS,CARD,DEV0187
894,180,10,2024-08-01 00:20:43,0.0,SUCCESS,CARD,DEV0212
895,101,10,2024-04-16 19:04:44,0.0,SUCCESS,WALLET,DEV0066
896,23,13,2024-01-29 22:24:02,336.48,SUCCESS,WALLET,DEV0374
897,160,4,2024-04-23 23:57:42,1294.29,FAILED,CARD,DEV0364
898,57,30,2024-05-12 13:36:01,0.0,SUCCESS,CARD,DEV0018
899,79,19,2024-10-20 05:34:18,967.47,SUCCESS,UPI,DEV0326
900,133,36,2024-08-01 21:47:50,0.0,FAILED,CARD,DEV0229
901,129,52,2024-11-08 02:28:49,1275.98,SUCCESS,UPI,DEV0044
902,129,62,2024-07-04 03:14:24,1182.0,SUCCESS,UPI,DEV0173
903,134,32,2025-01-04 00:03:49,4836.35,FAILED,WALLET,DEV0012
904,196,80,2024-09-14 00:08:43,2304.75,SUCCESS,UPI,DEV0134
905,16,45,2024-12-13 21:28:54,1370.66,SUCCESS,CARD,DEV0389
906,59,72,2024-07-14 09:56:54,0.0,SUCCESS,CARD,DEV0008
907,124,30,2024-10-10 22:43:56,2647.1,SUCCESS,UPI,DEV0144
908,16,31,2024-10-09 23:17:06,2914.31,SUCCESS,CARD,DEV0287
909,12,32,2024-09-30 05:38:04,2353.32,FAILED,UPI,DEV0029
910,41,63,2024-01-17 10:45:07,2132.95,SUCCESS,CARD,DEV0087
911,70,41,2024-06-25 12:24:52,1517.16,SUCCESS,WALLET,DEV0280
912,71,18,2024-07-05 23:47:41,159.31,SUCCESS,UPI,DEV0157
913,111,14,2024-11-15 21:36:50,0.0,SUCCESS,UPI,DEV0203
914,38,44,2024-10-27 18:37:17,0.0,FAILED,WALLET,DEV0425
915,87,79,2024-12-29 21:55:31,892.49,SUCCESS,CARD,DEV0126
916,45,31,2024-10-05 22:51:04,3549.24,FAILED,WALLET,DEV0270
917,2,12,2024-11-18 08:37:02,1716.44,SUCCESS,WALLET,DEV0364
918,144,18,2024-09-06 12:42:36,0.0,SUCCESS,UPI,DEV0347
919,115,29,2024-10-29 12:29:23,0.0,SUCCESS,CARD,DEV0158
920,88,44,2024-04-02 09:22:28,0.0,SUCCESS,CARD,DEV0043
921,141,16,2024-10-11 23:03:21,1681.7,SUCCESS,UPI,DEV0283
922,51,11,2024-01-14 19:09:51,4145.51,SUCCESS,UPI,DEV0083
923,193,58,2024-08-13 21:53:55,0.0,SUCCESS,UPI,DEV0134
924,33,64,2024-12-28 16:44:14,3180.08,SUCCESS,CARD,DEV0379
925,26,37,2025-01-17 11:22:36,1550.79,SUCCESS,UPI,DEV0059
926,176,17,2024-06-19 06:33:07,815.44,SUCCESS,UPI,DEV0325
927,65,30,2024-08-01 16:33:39,0.0,SUCCESS,CARD,DEV0307
928,130,22,2024-10-07 11:46:46,2638.59,SUCCESS,UPI,DEV0380
929,83,28,2024-08-07 11:22:08,4104.8,SUCCESS,WALLET,DEV0096
930,51,24,2024-10-23 05:29:15,0.0,SUCCESS,WALLET,DEV0001
931,129,42,2024-11-22 03:47:39,658.87,SUCCESS,WALLET,DEV0368
932,129,31,2024-08-08 05:42:07,192.85,FAILED,UPI,DEV0148
933,143,15,2024-08-08 01:11:26,1093.93,SUCCESS,WALLET,DEV0261
934,146,29,2024-08-01 19:43:31,0.0,SUCCESS,WALLET,DEV0352
935,82,44,2024-07-06 14:45:46,2665.32,SUCCESS,UPI,DEV0318
936,151,59,2024-07-18 18:58:31,3613.99,SUCCESS,UPI,DEV0293
937,10,31,2025-01-15 04:52:31,1483.55,SUCCESS,CARD,DEV0298
938,29,61,2024-04-24 21:41:52,651.82,SUCCESS,CARD,DEV0032
939,199,54,2024-11-15 18:22:28,708.52,SUCCESS,CARD,DEV0024
940,94,13,2024-12-07 16:03:12,962.91,SUCCESS,WALLET,DEV0298
941,62,68,2024-06-05 14:15:50,0.0,SUCCESS,CARD,DEV0236
942,133,17,2024-01-21 19:32:41,1311.32,SUCCESS,WALLET,DEV0280
943,199,24,2024-09-22 12:40:29,1138.04,SUCCESS,WALLET,DEV0330
944,189,49,2024-09-22 13:25:44,0.0,SUCCESS,UPI,DEV0083
945,97,7,2024-02-11 12:19:29,1772.92,FAILED,UPI,DEV0238
946,71,29,2024-07-19 05:19:47,3114.3,SUCCESS,CARD,DEV0098
947,19,22,2024-12-31 19:20:34,1241.57,SUCCESS,CARD,DEV0284
948,127,60,2024-01-10 01:37:57,789.91,SUCCESS,UPI,DEV0005
949,161,73,2024-07-17 21:14:47,5380.99,FAILED,UPI,DEV0322
950,111,78,2024-05-13 00:45:33,61.22,SUCCESS,UPI,DEV0242
951,63,52,2024-08-23 11:13:51,650.79,SUCCESS,CARD,DEV0251
952,166,74,2024-09-25 14:45:42,2466.74,SUCCESS,WALLET,DEV0212
953,105,64,2024-01-03 17:41:20,480.91,SUCCESS,CARD,DEV0389
954,59,39,2024-11-22 05:55:45,120.71,SUCCESS,UPI,DEV0274
955,196,78,2024-11-24 16:26:48,1406.94,SUCCESS,WALLET,DEV0400
956,38,23,2024-01-02 20:29:48,2238.63,SUCCESS,UPI,DEV0319
957,41,67,2024-06-26 15:10:15,0.0,SUCCESS,CARD,DEV0093
958,198,61,2024-01-11 14:27:41,540.78,FAILED,UPI,DEV0057
959,99,76,2024-12-05 09:57:20,1697.66,SUCCESS,UPI,DEV0158
960,80,33,2024-01-27 18:36:23,318.52,SUCCESS,UPI,DEV0338
961,23,53,2024-06-14 04:19:31,1874.41,SUCCESS,CARD,DEV0014
962,47,32,2024-03-12 15:48:05,1892.2,FAILED,WALLET,DEV0340
963,18,31,2024-07-17 11:25:02,302.83,SUCCESS,UPI,DEV0375
964,117,30,2024-01-27 10:58:06,870.17,SUCCESS,WALLET,DEV0443
965,100,11,2024-12-11 03:15:20,0.0,SUCCESS,WALLET,DEV0427
966,187,35,2024-03-08 00:22:54,1276.11,SUCCESS,UPI,DEV0116
967,67,49,2024-07-05 07:48:22,6013.95,SUCCESS,CARD,DEV0303
968,179,50,2024-10-27 18:51:33,0.0,SUCCESS,CARD,DEV0247
969,173,73,2024-03-19 18:00:39,0.0,SUCCESS,UPI,DEV0291
970,113,33,2024-02-15 00:54:42,0.0,SUCCESS,WALLET,DEV0084
971,43,63,2024-02-29 04:33:43,1493.74,FAILED,CARD,DEV0262
972,54,47,2024-09-25 17:37:12,3483.77,SUCCESS,UPI,DEV0414
973,21,59,2024-01-31 02:28:08,2639.8,SUCCESS,WALLET,DEV0229
974,156,21,2024-01-27 18:44:53,2306.48,SUCCESS,CARD,DEV0211
975,181,22,2024-04-30 04:54:30,2978.44,SUCCESS,CARD,DEV0129
976,88,26,2024-01-30 02:29:19,1025.35,SUCCESS,CARD,DEV0326
977,158,18,2024-03-09 07:03:05,1960.54,SUCCESS,UPI,DEV0145
978,108,42,2024-12-24 20:20:10,2451.85,SUCCESS,UPI,DEV0158
979,135,9,2024-12-19 13:32:27,3071.77,SUCCESS,WALLET,DEV0355
980,98,73,2024-11-10 16:53:27,590.33,FAILED,CARD,DEV0211
981,156,78,2024-07-09 12:13:53,793.13,SUCCESS,WALLET,DEV0361
982,49,1,2024-05-22 19:17:08,397.49,SUCCESS,UPI,DEV0303
983,191,56,2024-12-13 10:53:43,0.0,SUCCESS,WALLET,DEV0185
984,2,46,2024-05-05 03:26:47,0.0,SUCCESS,CARD,DEV0389
985,175,4,2024-04-17 19:20:05,668.72,FAILED,WALLET,DEV0283
986,40,72,2024-07-04 03:17:24,5946.76,SUCCESS,CARD,DEV0382
987,80,78,2024-03-18 18:30:46,0.0,FAILED,CARD,DEV0391
988,183,14,2024-05-08 16:40:57,3520.62,SUCCESS,WALLET,DEV0222
989,106,25,2024-07-28 11:18:01,0.0,FAILED,WALLET,DEV0157
990,140,43,2024-09-18 15:16:03,0.0,SUCCESS,UPI,DEV0432
991,81,9,2024-12-05 22:19:08,207.01,SUCCESS,WALLET,DEV0048
992,2,76,2024-03-15 21:30:46,0.0,SUCCESS,CARD,DEV0123
993,40,28,2024-12-01 18:33:57,0.0,SUCCESS,CARD,DEV0332
994,161,5,2024-12-11 08:40:56,1112.22,SUCCESS,UPI,DEV0429
995,33,64,2024-01-18 17:46:11,2486.85,SUCCESS,WALLET,DEV0415
996,140,60,2024-08-04 18:08:21,881.68,SUCCESS,UPI,DEV0214
997,151,76,2024-04-10 14:06:20,946.31,SUCCESS,CARD,DEV0252
998,198,36,2024-01-09 08:20:56,304.1,SUCCESS,UPI,DEV0436
999,39,26,2024-03-30 20:02:57,0.0,SUCCESS,WALLET,DEV0064
1000,147,48,2024-06-27 17:40:20,0.0,SUCCESS,UPI,DEV0211
1001,99,46,2024-05-29 18:06:56,1166.66,SUCCESS,WALLET,DEV0276
1002,116,7,2024-06-19 05:36:56,38.62,SUCCESS,CARD,DEV0287
1003,43,58,2024-10-02 04:17:28,2008.38,SUCCESS,WALLET,DEV0220
1004,120,30,2024-07-11 23:09:53,5566.95,FAILED,CARD,DEV0378
1005,6,8,2024-11-11 16:50:17,684.87,SUCCESS,WALLET,DEV0002
1006,102,40,2024-11-05 10:23:04,1278.24,SUCCESS,CARD,DEV0199
1007,50,29,2024-04-24 01:20:21,0.0,SUCCESS,WALLET,DEV0422
1008,9,12,2024-04-09 00:52:28,1433.62,SUCCESS,CARD,DEV0090
1009,43,18,2024-05-20 10:02:31,551.35,SUCCESS,UPI,DEV0432
1010,52,1,2024-10-26 19:23:22,348.19,SUCCESS,CARD,DEV0078
1011,186,74,2024-08-13 19:39:08,837.75,SUCCESS,UPI,DEV0238
1012,194,74,2024-02-25 15:32:15,0.0,SUCCESS,CARD,DEV0398
1013,98,25,2024-04-01 23:01:06,5287.56,SUCCESS,CARD,DEV0195
1014,112,40,2024-06-25 13:26:50,2671.77,PENDING,UPI,DEV0129
1015,4,67,2024-12-13 12:45:41,1260.99,SUCCESS,UPI,DEV0418
1016,83,40,2024-02-27 02:05:07,991.43,FAILED,WALLET,DEV0224
1017,83,20,2024-01-22 06:19:19,3989.83,SUCCESS,UPI,DEV0271
1018,117,10,2024-07-28 08:42:12,1616.03,SUCCESS,CARD,DEV0342
1019,76,71,2024-08-01 19:17:55,1423.18,SUCCESS,UPI,DEV0166
1020,3,45,2024-05-22 17:42:12,62.34,SUCCESS,UPI,DEV0377
1021,116,65,2024-09-25 03:25:15,1456.7,SUCCESS,UPI,DEV0210
1022,168,12,2024-10-08 14:36:30,0.0,SUCCESS,CARD,DEV0333
1023,197,28,2024-04-03 08:16:25,0.0,PENDING,WALLET,DEV0021
1024,188,41,2024-11-05 22:01:27,0.0,SUCCESS,WALLET,DEV0404
1025,156,56,2024-11-15 20:19:04,5687.76,SUCCESS,UPI,DEV0055
1026,108,53,2024-04-09 10:52:28,1930.61,SUCCESS,CARD,DEV0082
1027,147,27,2024-01-13 04:52:13,2020.23,SUCCESS,WALLET,DEV0024
1028,187,41,2024-09-21 05:31:06,596.51,SUCCESS,WALLET,DEV0017
1029,50,38,2024-07-08 03:00:29,927.04,SUCCESS,WALLET,DEV0216
1030,166,15,2024-04-07 08:51:45,0.0,FAILED,CARD,DEV0307
1031,166,33,2025-01-29 04:07:55,0.0,PENDING,UPI,DEV0132
1032,136,7,2024-01-20 16:15:20,0.0,SUCCESS,UPI,DEV0298
1033,41,46,2024-03-03 12:47:48,2897.36,SUCCESS,UPI,DEV0329
1034,47,63,2024-02-24 22:16:27,2516.47,SUCCESS,CARD,DEV0008
1035,199,72,2024-07-15 02:15:20,2485.29,SUCCESS,WALLET,DEV0375
1036,15,64,2024-12-20 03:01:50,0.0,SUCCESS,WALLET,DEV0405
1037,144,16,2024-01-07 07:41:56,1275.05,SUCCESS,UPI,DEV0209
1038,196,29,2024-07-28 17:46:16,87.32,SUCCESS,UPI,DEV0408
1039,61,4,2025-01-01 08:41:07,1184.39,PENDING,UPI,DEV0200
1040,181,53,2024-10-13 04:28:38,0.0,SUCCESS,WALLET,DEV0345
1041,3,76,2024-07-06 06:07:56,3273.29,SUCCESS,CARD,DEV0327
1042,40,30,2024-05-22 11:37:23,3428.58,SUCCESS,CARD,DEV0446
1043,82,7,2024-04-06 15:40:51,0.0,SUCCESS,CARD,DEV0445
1044,140,46,2024-10-06 09:24:00,4074.32,SUCCESS,UPI,DEV0121
1045,52,60,2024-05-03 12:30:04,2351.34,SUCCESS,WALLET,DEV0329
1046,144,45,2024-10-16 17:23:24,2277.48,SUCCESS,CARD,DEV0275
1047,39,1,2025-01-02 21:17:22,2356.34,SUCCESS,WALLET,DEV0351
1048,77,43,2025-01-20 22:15:00,883.82,SUCCESS,UPI,DEV0260
1049,166,74,2024-01-28 17:15:18,2239.38,SUCCESS,UPI,DEV0236
1050,200,26,2024-03-25 06:01:30,3306.93,SUCCESS,CARD,DEV0361
1051,83,43,2024-09-07 04:20:21,0.0,SUCCESS,CARD,DEV0304
1052,82,79,2024-12-24 22:33:55,3026.57,SUCCESS,UPI,DEV0318
1053,44,48,2024-10-21 10:45:48,1582.19,SUCCESS,CARD,DEV0353
1054,106,64,2024-01-03 16:35:54,0.0,SUCCESS,UPI,DEV0146
1055,147,34,2024-05-25 20:10:25,0.0,SUCCESS,UPI,DEV0104
1056,115,9,2024-01-14 10:58:46,314.27,SUCCESS,UPI,DEV0147
1057,122,72,2024-03-12 21:23:49,1878.68,SUCCESS,CARD,DEV0171
1058,5,80,2024-05-09 18:23:59,747.38,SUCCESS,CARD,DEV0313
1059,88,23,2025-01-29 19:30:39,1404.89,SUCCESS,CARD,DEV0111
1060,109,12,2024-11-20 17:11:21,0.0,SUCCESS,CARD,DEV0105
1061,27,68,2024-07-29 17:16:01,1940.77,SUCCESS,CARD,DEV0429
1062,175,28,2024-01-23 02:42:31,0.0,SUCCESS,UPI,DEV0006
1063,17,66,2024-05-12 16:05:21,960.17,SUCCESS,UPI,DEV0348
1064,22,60,2024-09-03 05:59:31,1081.45,SUCCESS,CARD,DEV0168
1065,103,30,2024-03-16 11:54:54,0.0,SUCCESS,CARD,DEV0077
1066,7,8,2024-05-28 09:40:24,4686.65,SUCCESS,CARD,DEV0373
1067,150,75,2024-09-01 03:16:18,56.32,SUCCESS,WALLET,DEV0113
1068,33,66,2024-12-06 17:58:09,0.0,SUCCESS,WALLET,DEV0395
1069,55,14,2024-01-13 06:19:24,3099.83,FAILED,WALLET,DEV0321
1070,134,74,2024-01-15 13:32:18,2334.23,SUCCESS,UPI,DEV0253
1071,150,34,2024-06-05 17:33:06,1519.0,PENDING,WALLET,DEV0142
1072,60,54,2024-12-25 09:43:47,0.0,SUCCESS,WALLET,DEV0059
1073,77,65,2024-03-10 10:48:42,0.0,SUCCESS,WALLET,DEV0416
1074,158,46,2024-08-03 14:14:22,473.8,SUCCESS,WALLET,DEV0408
1075,100,53,2024-05-16 03:48:12,3421.62,SUCCESS,CARD,DEV0198
1076,186,9,2024-03-11 01:12:03,0.0,SUCCESS,WALLET,DEV0163
1077,92,41,2024-06-11 06:37:06,121.46,SUCCESS,WALLET,DEV0100
1078,136,42,2024-03-31 01:01:27,1181.52,SUCCESS,CARD,DEV0213
1079,35,2,2024-06-07 11:53:50,4152.83,FAILED,WALLET,DEV0361
1080,105,72,2024-03-27 11:43:13,212.7,SUCCESS,CARD,DEV0204
1081,114,47,2024-12-16 02:36:09,4400.81,FAILED,CARD,DEV0285
1082,20,31,2024-06-29 09:23:28,1199.33,SUCCESS,CARD,DEV0294
1083,56,48,2024-11-07 23:09:29,2745.87,SUCCESS,UPI,DEV0341
1084,159,4,2024-06-02 04:24:30,0.0,FAILED,UPI,DEV0396
1085,13,36,2024-08-30 09:31:27,4340.74,SUCCESS,CARD,DEV0254
1086,59,8,2024-02-13 18:26:41,3092.85,SUCCESS,WALLET,DEV0078
1087,154,10,2024-01-18 08:18:56,322.31,SUCCESS,CARD,DEV0326
1088,176,59,2024-05-15 21:12:51,4012.74,SUCCESS,WALLET,DEV0103
1089,60,71,2024-02-02 11:41:52,0.0,FAILED,WALLET,DEV0081
1090,64,58,2024-11-22 12:45:32,91.44,SUCCESS,UPI,DEV0188
1091,25,6,2025-01-30 13:40:16,114.61,FAILED,CARD,DEV0048
1092,90,73,2024-12-14 19:24:47,4336.51,FAILED,CARD,DEV0056
1093,80,28,2024-08-20 10:24:30,77.94,SUCCESS,WALLET,DEV0127
1094,135,45,2024-02-21 21:07:17,0.0,SUCCESS,WALLET,DEV0081
1095,50,9,2024-09-21 17:26:36,3324.02,SUCCESS,UPI,DEV0150
1096,55,5,2024-07-18 07:52:57,3922.25,SUCCESS,CARD,DEV0076
1097,170,36,2024-06-29 10:51:02,0.0,SUCCESS,UPI,DEV0332
1098,93,46,2024-07-23 21:31:08,278.02,SUCCESS,WALLET,DEV0253
1099,180,28,2024-03-20 17:21:51,986.03,SUCCESS,CARD,DEV0333
1100,96,63,2024-08-23 17:50:16,0.0,FAILED,WALLET,DEV0406
1101,38,52,2024-04-20 01:20:52,765.48,SUCCESS,WALLET,DEV0162
1102,130,46,2024-10-24 12:13:59,897.26,SUCCESS,WALLET,DEV0014
1103,52,60,2024-11-04 08:02:03,2450.97,SUCCESS,UPI,DEV0269
1104,48,72,2024-05-12 12:13:31,2326.87,SUCCESS,WALLET,DEV0296
1105,81,28,2024-05-01 09:42:52,3126.38,SUCCESS,WALLET,DEV0346
1106,27,34,2024-03-22 23:54:20,762.24,SUCCESS,UPI,DEV0298
1107,86,66,2024-09-08 14:54:51,706.39,SUCCESS,UPI,DEV0227
1108,73,17,2024-02-02 06:52:57,0.0,FAILED,WALLET,DEV0255
1109,192,42,2024-12-28 12:27:15,3680.12,SUCCESS,CARD,DEV0265
1110,176,47,2024-11-24 09:49:32,2931.67,SUCCESS,UPI,DEV0373
1111,58,80,2024-01-22 09:11:34,0.0,SUCCESS,WALLET,DEV0278
1112,167,32,2024-11-22 05:52:58,1404.95,SUCCESS,WALLET,DEV0173
1113,17,61,2024-08-23 08:50:56,1880.53,SUCCESS,UPI,DEV0329
1114,88,52,2024-05-10 22:28:06,1972.61,SUCCESS,WALLET,DEV0194
1115,33,40,2024-02-07 22:02:15,2960.67,SUCCESS,CARD,DEV0235
1116,79,6,2024-09-07 20:02:54,4971.12,SUCCESS,UPI,DEV0019
1117,51,66,2024-04-22 18:30:07,3348.02,FAILED,WALLET,DEV0434
1118,87,57,2024-09-12 14:36:48,4211.2,SUCCESS,UPI,DEV0284
1119,78,49,2024-04-11 14:54:00,4932.97,SUCCESS,UPI,DEV0091
1120,125,23,2024-03-26 18:07:35,0.0,SUCCESS,WALLET,DEV0051
1121,188,8,2024-09-26 16:28:27,42.08,SUCCESS,UPI,DEV0172
1122,140,66,2024-02-10 03:28:38,5928.02,SUCCESS,CARD,DEV0255
1123,137,47,2024-07-03 11:21:31,239.76,SUCCESS,UPI,DEV0274
1124,105,49,2024-05-13 00:20:40,0.0,SUCCESS,CARD,DEV0392
1125,198,45,2024-08-08 16:11:19,0.0,SUCCESS,CARD,DEV0434
1126,103,17,2024-10-03 02:50:19,417.57,SUCCESS,WALLET,DEV0313
1127,97,54,2024-01-22 23:48:14,2027.26,SUCCESS,WALLET,DEV0316
1128,164,72,2024-11-25 03:10:15,2749.06,SUCCESS,CARD,DEV0118
1129,57,38,2024-09-16 00:25:24,1529.87,SUCCESS,UPI,DEV0446
1130,70,66,2024-08-15 00:36:14,5715.56,SUCCESS,UPI,DEV0176
1131,189,25,2024-11-23 12:45:46,0.0,SUCCESS,CARD,DEV0238
1132,59,23,2024-01-19 15:19:09,4691.0,SUCCESS,UPI,DEV0374
1133,14,45,2024-06-03 03:14:01,2431.19,SUCCESS,CARD,DEV0317
1134,68,25,2024-08-07 17:23:33,0.0,SUCCESS,CARD,DEV0347
1135,168,70,2024-06-14 00:54:27,1313.73,SUCCESS,CARD,DEV0300
1136,3,60,2024-12-17 01:28:07,0.0,FAILED,WALLET,DEV0423
1137,66,7,2025-01-16 09:23:12,0.0,SUCCESS,WALLET,DEV0441
1138,24,7,2024-04-03 04:39:41,3882.57,SUCCESS,WALLET,DEV0445
1139,54,22,2024-06-28 01:01:40,0.0,SUCCESS,UPI,DEV0297
1140,87,4,2024-02-25 04:08:44,1928.08,SUCCESS,CARD,DEV0169
1141,194,72,2024-12-14 17:29:51,3569.46,SUCCESS,CARD,DEV0302
1142,2,14,2024-05-31 16:04:46,0.0,SUCCESS,UPI,DEV0064
1143,140,59,2024-06-13 06:39:32,4361.34,FAILED,WALLET,DEV0288
1144,36,54,2024-04-15 20:42:05,3312.91,SUCCESS,CARD,DEV0252
1145,32,10,2024-05-31 22:40:39,0.0,FAILED,UPI,DEV0068
1146,16,24,2024-04-24 06:12:23,0.0,SUCCESS,UPI,DEV0202
1147,63,76,2024-06-11 08:37:34,0.0,FAILED,UPI,DEV0099
1148,173,31,2025-01-17 06:38:14,1238.31,SUCCESS,CARD,DEV0088
1149,23,17,2024-05-19 08:06:04,1840.41,SUCCESS,WALLET,DEV0280
1150,94,80,2024-12-29 06:39:55,1610.97,SUCCESS,WALLET,DEV0119
1151,51,29,2025-01-16 10:37:18,2574.72,SUCCESS,WALLET,DEV0345
1152,118,65,2024-04-26 21:41:31,5589.08,SUCCESS,UPI,DEV0270
1153,131,59,2024-08-03 15:08:16,4658.58,SUCCESS,UPI,DEV0349
1154,3,28,2024-06-29 14:47:26,0.0,SUCCESS,CARD,DEV0301
1155,31,62,2024-05-11 14:27:40,4395.82,SUCCESS,WALLET,DEV0180
1156,22,34,2024-02-01 09:04:54,0.0,SUCCESS,UPI,DEV0448
1157,95,75,2024-05-01 12:33:49,1545.28,SUCCESS,UPI,DEV0124
1158,167,40,2024-05-02 15:14:45,2555.15,FAILED,WALLET,DEV0262
1159,31,15,2025-01-06 19:01:56,406.05,PENDING,UPI,DEV0417
1160,108,80,2024-10-07 23:10:55,1203.34,SUCCESS,CARD,DEV0343
1161,12,30,2024-10-22 01:53:50,0.0,FAILED,WALLET,DEV0181
1162,47,52,2024-08-23 11:26:27,503.57,FAILED,CARD,DEV0318
