event_id,device_id,sensor_type,reading,event_time
567,105,humidity,22.73,2025-11-03 06:22:51
568,114,pressure,42.69,2025-11-07 18:15:56
569,116,temp,69.68,2025-11-02 20:45:17
570,127,humidity,46.42,2025-11-10 19:44:03
571,137,temp,72.77,2025-11-07 07:16:37
572,136,temp,6.61,2025-11-06 19:40:34
573,107,humidity,54.76,2025-11-04 14:30:48
574,102,temp,39.77,2025-11-05 23:33:39
575,129,temp,41.58,2025-11-03 11:25:50
576,115,temp,25.38,2025-11-10 16:00:24
577,124,humidity,56.48,2025-11-09 15:53:57
578,100,pressure,53.87,2025-11-08 18:17:56
579,118,pressure,67.39,2025-11-02 16:06:03
580,128,humidity,45.54,2025-11-10 17:55:13
581,111,humidity,75.19,2025-11-02 08:10:48
582,127,humidity,56.97,2025-11-03 18:20:49
583,102,humidity,45.68,2025-11-01 10:10:06
584,105,pressure,64.85,2025-11-06 05:05:37
585,121,pressure,60.51,2025-11-02 16:31:01
586,115,temp,61.0,2025-11-09 19:01:48
587,107,humidity,64.57,2025-11-10 16:47:12
588,139,humidity,33.98,2025-11-03 19:49:38
589,120,temp,30.62,2025-11-03 05:20:45
590,118,pressure,34.59,2025-11-05 23:36:59
591,127,humidity,68.96,2025-11-03 16:56:55
592,135,temp,31.79,2025-11-07 13:45:25
593,126,pressure,80.86,2025-11-08 08:42:43
594,108,humidity,58.47,2025-11-03 06:37:21
595,115,temp,49.35,2025-11-07 14:55:29
596,103,pressure,73.85,2025-11-08 12:51:14
597,110,pressure,42.81,2025-11-06 16:33:05
598,103,pressure,70.16,2025-11-10 16:29:24
599,108,humidity,23.6,2025-11-02 22:35:34
600,124,temp,28.13,2025-11-03 22:20:32
601,129,pressure,53.57,2025-11-05 06:59:34
602,116,temp,74.98,2025-11-10 18:17:53
603,100,humidity,52.89,2025-11-09 07:58:11
604,134,temp,55.31,2025-11-07 14:44:55
605,105,temp,20.7,2025-11-06 18:31:19
606,123,humidity,71.74,2025-11-08 08:40:36
607,111,temp,40.22,2025-11-09 04:47:03
608,137,pressure,72.09,2025-11-07 09:14:14
609,128,temp,45.05,2025-11-07 18:56:27
610,112,humidity,56.45,2025-11-05 17:53:02
611,121,humidity,31.2,2025-11-01 09:55:05
612,136,pressure,55.8,2025-11-06 21:21:31
613,119,humidity,47.1,2025-11-10 21:59:15
614,119,temp,62.2,2025-11-07 13:18:08
615,134,pressure,51.12,2025-11-08 02:39:07
616,122,pressure,71.62,2025-11-02 00:29:46
617,109,temp,39.85,2025-11-01 16:22:11
618,102,temp,33.25,2025-11-03 00:10:35
619,118,temp,66.16,2025-11-06 17:06:03
620,133,pressure,66.25,2025-11-02 20:37:23
621,108,pressure,72.86,2025-11-10 09:13:48
622,121,humidity,67.09,2025-11-03 08:13:45
623,131,humidity,26.89,2025-11-02 00:46:49
624,124,humidity,53.79,2025-11-10 12:14:24
625,133,humidity,58.06,2025-11-05 00:24:14
626,135,humidity,66.63,2025-11-03 22:52:30
627,105,humidity,46.3,2025-11-02 13:08:05
628,112,temp,34.16,2025-11-03 13:53:00
629,100,pressure,49.13,2025-11-07 03:42:36
630,121,temp,51.02,2025-11-04 17:04:47
631,116,pressure,61.87,2025-11-06 19:38:05
632,119,temp,52.01,2025-11-04 19:39:32
633,114,pressure,36.76,2025-11-05 22:37:28
634,100,humidity,59.45,2025-11-01 01:52:02
635,125,pressure,59.73,2025-11-01 00:22:46
636,133,humidity,19.77,2025-11-03 17:12:19
637,126,temp,47.37,2025-11-06 12:09:08
638,124,pressure,49.5,2025-11-01 17:54:04
639,114,temp,62.51,2025-11-03 14:23:17
640,133,temp,27.62,2025-11-07 03:21:53
641,100,humidity,35.41,2025-11-08 18:02:05
642,116,temp,70.94,2025-11-03 07:02:37
643,106,temp,82.34,2025-11-04 22:15:23
644,136,humidity,35.06,2025-11-06 16:18:28
645,119,pressure,48.76,2025-11-01 12:27:39
646,108,temp,38.99,2025-11-05 19:30:16
647,137,humidity,54.4,2025-11-02 02:51:09
648,117,temp,62.88,2025-11-02 23:08:27
649,124,humidity,66.8,2025-11-05 06:51:55
650,138,humidity,29.4,2025-11-07 21:48:23
651,106,pressure,60.21,2025-11-05 11:30:23
652,102,temp,47.87,2025-11-06 12:04:44
653,130,humidity,40.89,2025-11-09 16:52:53
654,123,pressure,43.61,2025-11-05 12:35:49
655,122,temp,70.87,2025-11-08 12:08:11
656,127,humidity,16.25,2025-11-04 13:29:28
657,107,humidity,55.82,2025-11-04 05:47:17
658,129,humidity,58.65,2025-11-09 07:56:02
659,114,temp,17.81,2025-11-06 05:50:26
660,119,humidity,53.48,2025-11-09 10:14:37
661,110,humidity,35.86,2025-11-10 22:37:59
662,113,humidity,53.8,2025-11-02 17:05:13
663,124,humidity,33.99,2025-11-01 06:37:22
664,126,pressure,40.14,2025-11-01 21:49:05
665,123,temp,56.08,2025-11-10 14:47:44
666,137,pressure,41.36,2025-11-03 18:34:34
667,105,humidity,41.31,2025-11-01 13:49:15
668,138,humidity,48.82,2025-11-04 16:43:43
669,129,humidity,42.84,2025-11-10 21:40:12
670,132,humidity,62.81,2025-11-06 19:39:58
671,111,pressure,64.48,2025-11-08 08:08:15
672,105,temp,36.29,2025-11-03 02:00:00
673,121,temp,44.57,2025-11-02 13:41:36
674,113,pressure,51.28,2025-11-08 04:11:53
675,109,pressure,55.85,2025-11-01 07:01:39
676,133,temp,34.42,2025-11-03 10:38:34
677,139,humidity,43.78,2025-11-04 23:05:03
678,114,temp,20.85,2025-11-07 02:19:01
679,135,humidity,53.6,2025-11-04 03:16:51
680,137,temp,62.85,2025-11-07 02:29:52
681,111,pressure,53.42,2025-11-06 18:36:49
682,132,pressure,61.19,2025-11-04 11:51:27
683,119,pressure,48.9,2025-11-10 11:35:18
684,124,pressure,53.6,2025-11-10 16:02:04
685,101,pressure,46.75,2025-11-07 23:45:02
686,104,pressure,41.04,2025-11-09 18:33:31
687,131,temp,50.94,2025-11-03 09:08:57
688,111,temp,62.5,2025-11-06 17:00:38
689,125,pressure,72.08,2025-11-07 10:52:43
690,126,temp,55.52,2025-11-07 18:02:09
691,112,humidity,41.74,2025-11-07 16:58:59
692,133,humidity,28.62,2025-11-06 19:23:17
693,132,temp,45.27,2025-11-02 17:45:47
694,109,humidity,44.77,2025-11-07 06:22:26
695,135,pressure,61.04,2025-11-03 13:55:25
696,139,pressure,25.54,2025-11-01 22:16:51
697,128,humidity,61.2,2025-11-08 05:23:18
698,133,temp,59.89,2025-11-02 21:40:31
699,127,temp,30.02,2025-11-03 15:01:56
700,122,pressure,76.86,2025-11-07 03:03:24
701,118,temp,37.53,2025-11-03 15:29:16
702,100,humidity,43.98,2025-11-05 04:34:33
703,132,humidity,63.23,2025-11-01 23:05:01
704,134,temp,53.09,2025-11-04 00:24:25
705,130,humidity,27.31,2025-11-08 11:59:03
706,101,pressure,58.65,2025-11-03 17:42:44
707,139,temp,17.26,2025-11-02 12:23:06
708,130,humidity,20.28,2025-11-03 10:01:59
709,120,pressure,76.79,2025-11-01 07:33:11
710,100,temp,69.81,2025-11-09 17:11:45
711,101,humidity,43.88,2025-11-07 06:39:51
712,136,humidity,48.38,2025-11-02 02:29:18
713,105,temp,52.36,2025-11-09 08:30:09
714,127,humidity,45.37,2025-11-06 19:34:49
715,135,humidity,94.6,2025-11-08 10:39:51
716,124,humidity,10.79,2025-11-02 03:43:25
717,139,humidity,35.89,2025-11-09 01:06:38
718,122,temp,15.86,2025-11-06 13:03:19
719,133,pressure,50.33,2025-11-10 16:42:43
720,106,temp,80.27,2025-11-01 01:14:49
721,102,pressure,53.0,2025-11-08 20:46:02
722,129,humidity,41.8,2025-11-05 13:26:28
723,129,temp,59.35,2025-11-06 10:52:15
724,133,temp,78.31,2025-11-10 18:36:16
725,120,temp,51.37,2025-11-07 13:40:10
726,111,temp,76.14,2025-11-08 07:06:23
727,112,humidity,21.04,2025-11-04 00:57:41
728,134,temp,58.82,2025-11-07 19:48:42
729,118,humidity,76.97,2025-11-07 04:48:11
730,108,humidity,62.89,2025-11-01 00:32:15
731,137,humidity,65.53,2025-11-05 23:30:30
732,121,temp,43.47,2025-11-09 23:57:56
733,111,pressure,57.36,2025-11-03 05:11:36
734,107,pressure,50.69,2025-11-08 16:38:40
735,123,humidity,64.11,2025-11-10 00:20:51
736,127,temp,47.5,2025-11-04 14:10:07
737,118,pressure,54.47,2025-11-01 16:59:34
738,113,pressure,58.28,2025-11-01 03:16:29
739,114,humidity,81.17,2025-11-09 14:54:12
740,100,pressure,76.32,2025-11-04 02:46:45
741,116,temp,53.13,2025-11-06 06:16:27
742,101,humidity,47.3,2025-11-03 14:51:46
743,122,temp,37.69,2025-11-05 12:57:39
744,117,pressure,65.14,2025-11-03 08:47:21
745,128,pressure,77.18,2025-11-07 17:22:58
746,115,temp,6.45,2025-11-05 17:31:32
747,126,temp,38.07,2025-11-01 16:53:51
748,125,temp,48.48,2025-11-06 11:08:26
749,134,humidity,72.96,2025-11-02 11:38:11
750,135,pressure,76.3,2025-11-09 16:29:50
751,129,temp,41.11,2025-11-05 12:17:07
752,103,humidity,41.71,2025-11-01 07:29:57
753,130,temp,54.8,2025-11-03 15:35:23
754,111,humidity,45.41,2025-11-02 13:40:27
755,121,humidity,60.43,2025-11-05 13:24:18
756,137,pressure,54.32,2025-11-05 09:07:26
757,133,humidity,67.82,2025-11-06 08:29:05
758,119,humidity,56.13,2025-11-10 12:49:38
759,100,pressure,70.42,2025-11-03 01:23:06
760,119,pressure,47.21,2025-11-08 19:07:32
761,124,pressure,35.7,2025-11-08 12:28:00
762,122,pressure,40.37,2025-11-01 15:15:21
763,116,temp,59.34,2025-11-02 05:10:04
764,117,temp,10.86,2025-11-06 16:38:46
765,116,humidity,61.16,2025-11-06 17:53:20
766,139,pressure,47.15,2025-11-08 23:39:19
767,129,temp,31.85,2025-11-10 23:04:34
768,106,pressure,27.73,2025-11-09 03:46:07
769,114,temp,67.94,2025-11-01 18:50:19
770,107,pressure,23.73,2025-11-03 14:03:57
771,105,humidity,58.55,2025-11-03 06:18:21
772,102,temp,25.06,2025-11-02 23:36:32
773,107,humidity,49.0,2025-11-08 11:33:24
774,136,temp,43.14,2025-11-10 05:39:13
775,130,pressure,31.89,2025-11-07 04:13:44
776,110,humidity,51.72,2025-11-10 17:55:27
777,137,pressure,42.33,2025-11-10 14:44:49
778,133,temp,12.97,2025-11-02 15:37:34
779,118,temp,77.81,2025-11-07 19:12:13
780,124,humidity,53.02,2025-11-08 23:24:11
781,100,pressure,40.73,2025-11-01 08:30:52
782,100,pressure,33.71,2025-11-06 02:13:59
783,104,humidity,38.96,2025-11-03 06:17:58
784,137,pressure,49.05,2025-11-05 15:51:06
785,119,humidity,32.56,2025-11-03 00:30:12
786,130,temp,54.81,2025-11-01 20:58:28
787,107,pressure,47.78,2025-11-07 10:19:24
788,118,humidity,39.83,2025-11-09 02:36:08
789,100,temp,44.0,2025-11-01 10:36:44
790,104,humidity,50.91,2025-11-05 14:01:03
791,117,pressure,56.55,2025-11-10 19:32:38
792,122,pressure,58.68,2025-11-09 11:02:05
793,100,temp,58.6,2025-11-10 10:29:30
794,121,humidity,51.2,2025-11-05 19:19:52
795,122,humidity,38.71,2025-11-04 03:30:14
796,110,humidity,55.39,2025-11-08 21:50:11
797,105,temp,64.82,2025-11-01 00:04:59
798,118,pressure,79.51,2025-11-09 12:26:47
799,110,pressure,62.8,2025-11-07 10:28:27
800,127,temp,25.48,2025-11-05 00:31:59
801,135,temp,27.1,2025-11-03 04:20:19
802,137,humidity,31.76,2025-11-09 00:09:17
803,104,temp,56.34,2025-11-10 11:48:03
804,133,humidity,41.06,2025-11-05 04:26:24
805,105,humidity,33.25,2025-11-05 15:49:23
806,104,temp,42.31,2025-11-02 21:18:43
807,111,temp,52.93,2025-11-03 12:02:29
808,139,humidity,18.41,2025-11-02 04:54:05
809,106,temp,47.87,2025-11-08 10:14:08
810,100,temp,,2025-11-06 13:05:06
811,106,temp,32.83,2025-11-06 19:52:36
812,115,temp,55.21,2025-11-04 14:04:27
813,108,pressure,66.06,2025-11-05 04:53:53
814,102,temp,46.24,2025-11-06 00:28:40
815,123,temp,51.85,2025-11-03 06:02:41
816,116,pressure,77.76,2025-11-04 07:53:50
817,130,pressure,41.97,2025-11-02 11:32:51
818,123,humidity,48.2,2025-11-07 23:37:34
819,134,temp,47.32,2025-11-04 14:54:32
820,138,humidity,44.91,2025-11-05 21:47:31
821,119,pressure,32.6,2025-11-02 00:59:29
822,135,temp,31.78,2025-11-03 03:19:36
823,118,temp,74.57,2025-11-10 14:10:49
824,135,temp,60.29,2025-11-05 04:22:47
825,117,humidity,41.56,2025-11-06 07:19:05
826,123,temp,25.74,2025-11-10 14:17:52
827,108,temp,59.07,2025-11-01 15:35:54
828,136,pressure,54.85,2025-11-08 04:10:42
829,114,humidity,36.99,2025-11-08 04:16:14
830,116,temp,52.09,2025-11-04 12:34:43
831,127,temp,49.23,2025-11-03 08:39:28
832,133,pressure,69.37,2025-11-09 00:28:26
833,118,pressure,18.61,2025-11-05 01:51:31
834,114,humidity,80.15,2025-11-08 02:22:13
835,115,pressure,26.21,2025-11-07 15:27:53
836,134,pressure,28.13,2025-11-03 14:24:26
837,135,humidity,63.9,2025-11-09 10:30:08
838,133,temp,61.22,2025-11-05 02:25:43
839,125,temp,52.16,2025-11-06 05:54:56
840,102,temp,93.57,2025-11-01 01:06:30
841,118,pressure,83.35,2025-11-09 08:00:38
842,116,pressure,56.75,2025-11-06 17:06:45
843,117,pressure,36.72,2025-11-06 23:44:09
844,135,pressure,76.7,2025-11-02 20:23:11
845,126,pressure,41.99,2025-11-06 10:52:33
846,137,humidity,28.17,2025-11-06 05:51:45
847,129,humidity,48.57,2025-11-02 23:21:21
848,114,humidity,51.92,2025-11-06 16:45:20
849,129,pressure,26.24,2025-11-07 18:11:14
850,108,temp,64.72,2025-11-08 01:39:33
851,106,pressure,53.48,2025-11-10 05:00:50
852,103,temp,73.45,2025-11-08 06:50:30
853,138,temp,18.96,2025-11-07 22:25:00
854,133,pressure,58.4,2025-11-04 22:51:28
855,111,humidity,53.81,2025-11-09 12:24:06
856,136,pressure,65.14,2025-11-04 11:23:31
857,130,humidity,54.85,2025-11-05 18:25:17
858,102,humidity,61.18,2025-11-02 11:19:38
859,116,humidity,42.34,2025-11-02 06:54:00
860,139,humidity,40.91,2025-11-04 18:34:35
861,107,pressure,58.82,2025-11-04 07:54:09
862,132,humidity,62.16,2025-11-04 15:52:09
863,119,temp,53.49,2025-11-10 17:55:20
864,114,humidity,60.99,2025-11-06 14:48:29
865,127,temp,55.13,2025-11-02 04:06:58
866,121,pressure,46.89,2025-11-05 14:48:29
867,106,humidity,50.52,2025-11-04 00:33:18
868,122,temp,65.42,2025-11-10 16:31:58
869,115,pressure,45.56,2025-11-04 04:41:03
870,114,humidity,44.39,2025-11-09 00:55:05
871,130,pressure,70.56,2025-11-10 04:18:41
872,135,humidity,33.44,2025-11-04 09:23:55
873,113,temp,37.03,2025-11-06 12:15:09
874,127,pressure,85.88,2025-11-04 23:32:36
875,123,humidity,62.71,2025-11-08 16:59:04
876,107,pressure,27.78,2025-11-02 14:47:13
877,106,pressure,33.58,2025-11-04 14:48:36
878,111,humidity,55.82,2025-11-01 18:41:02
879,102,pressure,74.1,2025-11-01 16:32:43
880,113,pressure,89.73,2025-11-06 23:12:36
881,104,temp,35.23,2025-11-05 21:15:47
882,131,pressure,50.54,2025-11-02 20:55:25
883,127,temp,42.46,2025-11-10 15:13:37
884,128,temp,53.65,2025-11-08 13:02:35
885,113,humidity,71.83,2025-11-05 20:42:11
886,102,temp,42.46,2025-11-05 13:55:21
887,134,pressure,39.34,2025-11-10 12:41:23
888,132,pressure,50.6,2025-11-02 23:50:14
889,128,temp,42.46,2025-11-10 03:12:45
890,123,pressure,49.64,2025-10-25 08:06:54
891,133,temp,45.4,2025-11-03 05:25:25
892,104,temp,90.18,2025-11-04 07:31:56
893,101,humidity,45.12,2025-11-02 04:59:49
894,126,temp,29.68,2025-11-03 01:41:34
895,114,pressure,41.53,2025-11-02 01:20:28
896,126,temp,35.67,2025-11-02 07:09:38
897,134,humidity,31.9,2025-11-04 04:11:02
898,139,temp,57.1,2025-10-25 08:32:13
899,117,temp,33.29,2025-11-08 08:41:45
900,137,humidity,34.64,2025-11-03 16:26:49
901,121,pressure,48.05,2025-11-08 11:42:02
902,123,pressure,60.32,2025-11-10 10:39:43
903,119,temp,42.21,2025-11-05 20:36:59
904,116,pressure,66.81,2025-11-06 16:23:47
905,113,humidity,60.3,2025-11-04 04:43:28
906,117,pressure,60.99,2025-11-07 03:44:41
907,111,temp,62.56,2025-11-10 00:51:05
908,117,pressure,54.29,2025-11-03 22:59:30
909,107,humidity,58.81,2025-11-10 18:23:58
910,135,temp,,2025-11-07 10:02:42
911,101,humidity,19.13,2025-11-02 05:18:39
912,113,humidity,55.12,2025-11-06 10:59:43
913,106,humidity,52.66,2025-11-06 20:13:10
914,101,temp,35.19,2025-11-06 05:56:47
915,135,temp,57.92,2025-11-01 07:24:07
916,131,humidity,54.77,2025-11-08 14:44:42
917,114,humidity,54.93,2025-11-05 11:37:59
918,139,humidity,55.25,2025-11-05 11:51:52
919,130,pressure,64.74,2025-11-09 16:51:55
920,107,humidity,49.88,2025-11-05 04:26:26
921,133,temp,37.04,2025-11-06 09:33:48
922,117,temp,48.14,2025-11-01 14:23:06
923,118,humidity,72.62,2025-11-03 01:55:35
924,138,pressure,69.29,2025-11-01 16:08:46
925,105,pressure,53.08,2025-11-04 01:46:11
926,132,humidity,24.62,2025-11-07 17:13:15
927,111,humidity,48.61,2025-11-01 17:11:12
928,139,pressure,37.55,2025-11-02 05:08:26
929,108,pressure,57.64,2025-11-04 23:26:16
930,130,humidity,39.62,2025-11-02 11:24:15
931,101,pressure,58.94,2025-11-08 09:21:01
932,102,pressure,43.0,2025-11-10 23:52:06
933,100,humidity,22.88,2025-11-06 02:05:33
934,116,pressure,61.52,2025-11-02 03:17:31
935,128,pressure,57.88,2025-11-09 08:10:05
936,121,temp,57.69,2025-11-03 17:54:15
937,102,pressure,73.01,2025-11-05 02:23:24
938,111,temp,50.14,2025-11-05 00:13:17
939,117,pressure,58.73,2025-11-05 09:27:02
940,109,pressure,43.05,2025-11-10 09:19:59
941,111,humidity,53.81,2025-11-10 03:33:40
942,122,pressure,54.75,2025-11-09 04:21:41
943,133,temp,59.83,2025-11-06 10:38:05
944,120,pressure,54.76,2025-11-08 23:21:43
945,131,pressure,37.91,2025-11-01 21:22:02
946,122,temp,37.27,2025-11-09 01:27:51
947,122,pressure,59.55,2025-11-07 15:16:57
948,129,temp,52.4,2025-11-05 21:41:51
949,138,pressure,50.28,2025-11-10 22:46:29
950,125,humidity,89.11,2025-11-06 07:49:54
951,123,pressure,67.33,2025-11-09 14:20:24
952,108,humidity,56.42,2025-11-07 00:18:54
953,112,pressure,41.3,2025-11-06 17:52:52
954,111,pressure,38.02,2025-11-02 05:46:41
955,126,humidity,51.36,2025-11-10 06:22:33
956,115,pressure,23.69,2025-11-03 09:40:23
957,121,humidity,51.04,2025-11-04 17:42:55
958,108,pressure,40.06,2025-11-04 01:47:05
959,128,humidity,37.69,2025-11-02 23:48:55
960,128,temp,46.42,2025-11-08 18:40:21
961,100,temp,52.67,2025-11-02 17:53:56
962,111,temp,37.68,2025-11-01 22:25:10
963,115,humidity,43.5,2025-11-02 03:15:53
964,139,temp,59.12,2025-11-09 06:24:52
965,118,temp,19.85,2025-11-08 04:21:23
966,116,humidity,43.39,2025-11-02 10:41:03
967,135,humidity,25.13,2025-11-08 22:05:55
968,112,temp,31.04,2025-11-05 01:02:13
969,115,humidity,34.04,2025-11-02 08:54:03
970,101,pressure,73.48,2025-11-02 07:54:08
971,122,humidity,57.45,2025-11-02 09:58:12
972,118,humidity,38.84,2025-11-05 23:17:05
973,108,humidity,55.13,2025-11-06 09:45:07
974,105,humidity,62.34,2025-11-10 09:03:44
975,139,temp,44.09,2025-11-05 04:05:14
976,116,humidity,68.97,2025-11-07 19:46:47
977,117,pressure,46.07,2025-11-07 19:16:33
978,101,temp,64.68,2025-11-03 14:20:34
979,132,pressure,73.88,2025-11-06 21:50:48
980,112,humidity,36.02,2025-11-10 03:21:41
981,136,temp,48.85,2025-11-04 20:59:50
982,131,pressure,40.33,2025-11-04 00:28:12
983,119,pressure,66.25,2025-11-10 14:20:15
984,135,humidity,29.58,2025-11-08 09:28:24
985,128,pressure,36.73,2025-11-06 06:10:44
986,135,temp,32.28,2025-11-06 03:04:56
987,132,pressure,43.14,2025-11-01 01:18:56
988,115,temp,40.05,2025-11-06 01:16:51
989,116,temp,65.69,2025-11-03 20:29:22
990,113,pressure,53.98,2025-11-07 09:27:05
991,117,temp,,2025-11-09 14:00:09
992,118,temp,49.71,2025-11-09 19:03:18
993,115,humidity,61.33,2025-11-10 00:25:26
994,112,temp,52.74,2025-11-05 16:21:37
995,114,pressure,27.54,2025-11-02 04:03:18
996,113,humidity,34.54,2025-11-01 02:26:43
997,117,pressure,44.49,2025-11-03 01:49:32
998,106,temp,39.35,2025-11-09 00:51:31
999,127,humidity,69.88,2025-11-03 15:57:02
1000,123,humidity,44.71,2025-11-05 04:24:21
1001,111,pressure,40.61,2025-11-03 20:39:12
1002,104,humidity,48.84,2025-11-08 05:03:46
1003,125,temp,75.82,2025-11-02 03:14:52
1004,130,pressure,34.02,2025-11-04 10:39:39
1005,124,pressure,47.82,2025-11-03 23:14:48
1006,121,pressure,68.72,2025-11-06 23:37:56
1007,121,pressure,57.36,2025-11-05 11:22:26
1008,129,humidity,61.7,2025-11-05 16:58:33
1009,127,temp,58.76,2025-11-06 17:00:47
1010,100,temp,26.93,2025-11-03 16:18:10
1011,119,temp,56.09,2025-11-10 02:56:24
1012,133,temp,67.75,2025-11-10 02:07:20
1013,108,temp,33.29,2025-11-07 14:49:37
1014,105,temp,66.58,2025-11-03 21:58:45
1015,116,humidity,55.7,2025-11-07 23:14:09
1016,126,humidity,63.86,2025-11-04 13:29:42
1017,116,temp,61.54,2025-11-03 01:53:36
1018,128,pressure,26.6,2025-11-04 08:31:45
1019,103,pressure,47.45,2025-11-04 07:25:33
1020,134,pressure,43.92,2025-11-10 10:47:40
1021,134,humidity,60.56,2025-11-10 17:20:05
1022,130,pressure,42.4,2025-11-08 21:16:47
1023,109,pressure,80.59,2025-11-07 06:14:35
1024,105,pressure,65.71,2025-11-07 05:24:14
1025,108,temp,31.91,2025-11-05 14:56:24
1026,100,temp,22.52,2025-11-09 22:06:45
1027,126,pressure,39.93,2025-11-07 10:56:01
1028,117,pressure,53.04,2025-11-04 16:40:37
1029,108,humidity,56.35,2025-11-09 03:41:57
1030,136,pressure,44.56,2025-11-04 03:48:18
1031,131,humidity,40.4,2025-11-03 11:11:23
1032,100,humidity,48.01,2025-11-03 21:06:35
1033,114,humidity,72.44,2025-11-04 22:57:50
1034,122,humidity,43.66,2025-11-02 05:38:25
1035,130,temp,21.61,2025-11-01 15:26:03
1036,125,temp,57.85,2025-11-09 07:40:38
1037,134,temp,67.01,2025-11-04 10:57:14
1038,123,humidity,59.17,2025-11-09 03:46:36
1039,132,temp,60.43,2025-11-05 15:43:33
1040,104,humidity,51.93,2025-11-04 23:24:25
1041,100,temp,47.9,2025-11-03 03:30:33
1042,113,pressure,55.74,2025-11-08 04:24:05
1043,101,pressure,45.45,2025-11-09 02:42:59
1044,105,pressure,45.58,2025-11-01 23:49:39
1045,120,temp,53.18,2025-11-07 07:21:02
1046,114,pressure,67.7,2025-11-01 20:44:30
1047,115,humidity,47.45,2025-11-04 09:48:18
1048,139,temp,44.42,2025-11-01 14:25:26
1049,124,temp,68.44,2025-11-07 06:09:02
1050,124,temp,69.75,2025-11-09 07:10:00
1051,102,humidity,45.14,2025-11-07 17:53:37
1052,134,pressure,43.0,2025-11-02 22:55:26
1053,112,temp,52.67,2025-11-10 07:25:22
1054,139,humidity,62.33,2025-11-08 00:13:58
1055,112,temp,64.38,2025-11-07 09:54:58
1056,124,pressure,48.11,2025-11-10 11:48:23
1057,137,temp,48.83,2025-11-05 17:00:36
1058,101,humidity,39.01,2025-11-08 21:56:22
1059,120,temp,75.6,2025-11-01 15:50:40
1060,102,temp,42.86,2025-11-10 08:47:11
1061,112,pressure,36.2,2025-11-02 21:18:05
1062,102,pressure,73.45,2025-11-09 15:47:40
1063,114,temp,20.66,2025-11-06 16:35:55
1064,112,pressure,49.39,2025-11-05 08:34:32
1065,106,pressure,46.99,2025-11-03 23:03:20
1066,128,humidity,60.07,2025-11-02 13:15:06
1067,125,pressure,42.99,2025-11-06 23:33:25
1068,101,temp,60.66,2025-11-01 16:31:42
1069,131,pressure,51.19,2025-11-04 04:54:49
1070,117,pressure,56.06,2025-11-10 12:21:18
1071,119,pressure,43.57,2025-11-05 14:37:42
1072,109,humidity,44.1,2025-11-02 02:28:57
1073,105,pressure,49.33,2025-11-06 19:29:58
1074,133,temp,58.03,2025-11-01 11:22:07
1075,103,pressure,49.57,2025-11-02 06:42:58
1076,123,pressure,69.97,2025-11-07 00:04:41
1077,138,pressure,22.36,2025-11-01 22:19:13
1078,127,temp,50.17,2025-11-10 03:25:47
1079,107,humidity,47.43,2025-11-07 04:38:09
1080,125,pressure,51.98,2025-11-10 08:55:34
1081,120,humidity,39.22,2025-11-03 17:33:18
1082,115,pressure,46.21,2025-11-08 09:49:35
1083,138,pressure,41.66,2025-11-08 13:01:06
1084,134,pressure,44.86,2025-11-03 13:36:05
1085,129,temp,24.26,2025-11-04 07:40:22
1086,104,pressure,45.39,2025-11-03 07:35:50
1087,139,temp,56.27,2025-11-04 02:52:14
1088,115,temp,61.96,2025-11-03 14:18:56
1089,139,temp,44.29,2025-11-09 11:39:18
1090,101,pressure,46.99,2025-11-02 00:49:23
1091,118,humidity,24.81,2025-11-10 09:49:58
1092,114,pressure,61.78,2025-11-08 06:40:09
1093,116,temp,45.65,2025-11-07 17:00:31
1094,113,humidity,29.23,2025-11-03 01:59:51
1095,127,temp,42.83,2025-11-04 20:39:07
1096,139,temp,43.64,2025-11-07 09:49:30
1097,129,temp,43.25,2025-11-03 21:00:04
1098,101,humidity,55.93,2025-11-05 23:01:07
1099,136,pressure,36.73,2025-11-09 11:37:35
1100,125,humidity,59.64,2025-11-01 03:40:03
1101,129,humidity,65.15,2025-11-01 03:07:55
1102,139,temp,46.04,2025-11-01 15:32:37
1103,111,humidity,48.8,2025-11-08 19:05:23
1104,114,humidity,25.41,2025-11-04 10:22:08
1105,106,humidity,45.18,2025-11-02 20:31:51
1106,130,temp,62.32,2025-11-09 09:33:48
1107,116,humidity,45.41,2025-11-01 22:25:52
1108,106,humidity,48.87,2025-11-02 06:27:49
1109,117,pressure,74.53,2025-11-03 19:10:29
1110,130,humidity,30.72,2025-11-06 09:10:07
1111,101,temp,24.16,2025-11-06 17:57:31
1112,124,temp,72.12,2025-11-07 17:30:47
1113,119,humidity,44.22,2025-11-02 04:09:17
1114,127,pressure,32.66,2025-11-09 15:17:15
1115,124,pressure,54.79,2025-11-01 15:03:12
1116,133,pressure,51.71,2025-11-06 07:28:52
1117,108,temp,53.86,2025-11-03 11:08:14
1118,132,temp,44.15,2025-11-04 17:43:58
1119,115,humidity,24.99,2025-11-07 02:21:11
1120,132,temp,58.88,2025-11-03 06:54:27
1121,107,pressure,47.46,2025-11-07 15:55:03
1122,126,temp,55.07,2025-11-09 12:11:52
1123,134,temp,57.49,2025-11-09 11:41:54
1124,121,temp,40.24,2025-11-03 06:47:06
1125,101,humidity,38.24,2025-11-09 11:15:51
1126,101,temp,68.23,2025-11-10 04:05:19
1127,117,humidity,49.49,2025-11-02 03:13:25
1128,124,pressure,65.25,2025-11-09 15:05:07
