order_id,customer_id,restaurant_id,driver_id,order_ts,estimated_delivery_ts,actual_delivery_ts,order_status,distance_km,order_amount
246,110,102,20,2024-11-27 13:48:41,2024-11-27 14:43:41,2024-11-27 14:58:41,DELIVERED,0.5,131.67
247,51,82,130,2024-09-06 23:22:23,2024-09-07 00:11:23,2024-09-07 00:17:23,DELIVERED,5.76,244.06
248,79,106,87,2024-09-09 05:58:34,2024-09-09 06:34:34,,PLACED,6.27,268.68
249,81,40,63,2024-07-26 20:53:52,2024-07-26 21:46:52,,CANCELLED,3.3,204.04
250,32,73,73,2024-04-17 06:38:27,2024-04-17 07:11:27,,ACCEPTED,4.48,143.59
251,82,21,124,2025-01-11 23:04:22,2025-01-11 23:51:22,2025-01-12 00:10:22,DELIVERED,0.5,651.7
252,99,17,70,2024-09-11 19:02:30,2024-09-11 19:37:30,2024-09-11 19:28:30,DELIVERED,4.92,134.19
253,164,108,39,2024-12-21 05:17:59,2024-12-21 06:08:59,,ACCEPTED,3.56,216.72
254,193,109,115,2024-07-28 04:44:07,2024-07-28 05:32:07,2024-07-28 05:25:07,DELIVERED,3.29,547.05
255,216,13,76,2024-07-19 09:49:09,2024-07-19 10:34:09,2024-07-19 10:38:09,DELIVERED,2.25,186.65
256,18,94,22,2024-06-24 14:26:46,2024-06-24 14:52:46,2024-06-24 15:15:46,DELIVERED,9.97,365.16
257,179,12,61,2024-03-12 00:29:27,2024-03-12 00:55:27,2024-03-12 00:46:27,DELIVERED,2.04,558.21
258,198,18,57,2024-09-12 14:27:22,2024-09-12 14:55:22,,PICKED,1.32,152.75
259,151,70,35,2024-11-13 02:17:00,2024-11-13 02:54:00,2024-11-13 03:12:00,DELIVERED,9.16,209.35
260,46,32,39,2024-06-19 15:21:55,2024-06-19 15:59:55,2024-06-19 15:58:55,DELIVERED,3.06,571.0
261,75,23,34,2024-10-09 13:38:36,2024-10-09 14:23:36,,CANCELLED,6.24,159.16
262,105,54,129,2024-03-21 00:47:38,2024-03-21 01:12:38,2024-03-21 01:36:38,DELIVERED,5.75,452.23
263,125,82,90,2024-05-17 23:46:46,2024-05-18 00:36:46,2024-05-18 01:00:46,DELIVERED,4.47,93.03
264,47,59,64,2025-01-03 20:33:57,2025-01-03 20:59:57,2025-01-03 21:01:57,DELIVERED,5.3,290.84
265,197,107,119,2025-01-12 00:44:15,2025-01-12 01:24:15,2025-01-12 01:25:15,DELIVERED,6.15,429.22
266,91,38,120,2024-08-23 03:55:29,2024-08-23 04:40:29,2024-08-23 05:03:29,DELIVERED,5.64,159.59
267,103,108,102,2025-01-27 14:52:36,2025-01-27 15:27:36,2025-01-27 15:59:36,DELIVERED,0.5,80.0
268,93,20,130,2024-11-09 12:49:32,2024-11-09 13:31:32,2024-11-09 13:49:32,DELIVERED,1.67,266.43
269,26,102,114,2025-01-09 10:58:11,2025-01-09 11:31:11,,CANCELLED,1.75,246.52
270,50,117,36,2025-01-10 20:21:20,2025-01-10 21:02:20,,PICKED,1.72,375.76
271,60,31,67,2024-12-17 00:27:52,2024-12-17 00:52:52,,CANCELLED,6.22,276.35
272,162,11,137,2024-12-27 05:04:14,2024-12-27 05:39:14,2024-12-27 05:35:14,DELIVERED,8.51,420.5
273,154,104,122,2024-09-13 15:45:34,2024-09-13 16:13:34,,PICKED,4.05,365.98
274,219,38,132,2025-01-22 15:47:56,2025-01-22 16:41:56,2025-01-22 16:54:56,DELIVERED,9.1,163.05
275,136,98,140,2024-11-17 08:40:55,2024-11-17 09:13:55,,ACCEPTED,8.47,440.61
276,36,16,130,2024-04-12 00:38:33,2024-04-12 01:27:33,,CANCELLED,6.35,353.53
277,16,25,55,2024-09-30 01:59:24,2024-09-30 02:27:24,,PICKED,5.63,344.09
278,215,93,116,2024-07-08 07:03:35,2024-07-08 07:51:35,,PLACED,4.64,313.64
279,158,110,63,2024-04-19 23:49:19,2024-04-20 00:22:19,,CANCELLED,7.3,268.97
280,128,11,21,2024-06-23 21:11:05,2024-06-23 21:38:05,2024-06-23 22:02:05,DELIVERED,1.2,592.67
281,178,69,86,2024-03-12 13:02:38,2024-03-12 13:43:38,2024-03-12 14:09:38,DELIVERED,5.55,220.68
282,6,95,66,2024-06-03 02:27:00,2024-06-03 02:53:00,,PICKED,7.27,220.17
283,136,96,137,2024-08-29 14:55:29,2024-08-29 15:28:29,,PICKED,2.76,327.04
284,184,81,67,2024-04-27 16:21:16,2024-04-27 17:11:16,2024-04-27 17:29:16,DELIVERED,5.68,419.74
285,195,36,72,2024-09-02 09:51:19,2024-09-02 10:43:19,,PICKED,4.27,660.31
286,96,11,74,2024-09-28 20:04:27,2024-09-28 20:37:27,,PICKED,2.99,435.47
287,90,50,108,2024-01-28 05:52:32,2024-01-28 06:29:32,,PLACED,4.48,338.13
288,78,35,17,2024-05-26 00:27:25,2024-05-26 01:19:25,2024-05-26 01:31:25,DELIVERED,8.12,273.66
289,38,100,113,2024-09-13 06:58:31,2024-09-13 07:39:31,,ACCEPTED,4.08,549.68
290,132,105,92,2024-05-21 14:29:54,2024-05-21 15:22:54,2024-05-21 15:29:54,DELIVERED,5.59,319.55
291,220,52,69,2024-04-25 14:52:53,2024-04-25 15:20:53,,PLACED,7.55,287.12
292,154,36,65,2025-01-08 11:09:44,2025-01-08 11:41:44,,ACCEPTED,4.22,624.32
293,146,99,18,2024-04-30 02:00:21,2024-04-30 02:37:21,2024-04-30 03:11:21,DELIVERED,6.19,190.69
294,101,102,51,2024-01-10 18:28:44,2024-01-10 19:18:44,2024-01-10 19:23:44,DELIVERED,3.27,435.3
295,207,114,25,2024-10-06 08:57:13,2024-10-06 09:27:13,2024-10-06 09:35:13,DELIVERED,1.23,205.96
296,66,89,82,2024-04-22 16:47:35,2024-04-22 17:21:35,,ACCEPTED,2.44,512.25
297,35,87,36,2024-01-20 04:21:09,2024-01-20 04:53:09,2024-01-20 04:50:09,DELIVERED,2.49,103.24
298,114,113,77,2024-09-12 23:25:00,2024-09-13 00:17:00,,PLACED,3.86,250.99
299,47,89,62,2024-03-30 15:02:47,2024-03-30 15:55:47,,PICKED,4.49,304.36
300,22,101,100,2024-01-04 21:13:37,2024-01-04 21:59:37,2024-01-04 22:00:37,DELIVERED,4.82,763.39
301,168,39,7,2024-07-12 09:41:47,2024-07-12 10:35:47,,PICKED,4.92,511.07
302,33,20,69,2025-01-14 14:25:47,2025-01-14 14:59:47,,PLACED,3.24,202.22
303,73,82,51,2024-12-28 15:08:34,2024-12-28 15:35:34,2024-12-28 15:29:34,DELIVERED,3.24,215.68
304,64,16,101,2024-08-18 01:02:21,2024-08-18 01:44:21,,ACCEPTED,2.71,80.0
305,196,81,25,2024-10-26 23:10:06,2024-10-26 23:56:06,,PLACED,3.94,236.96
306,91,68,110,2025-01-13 02:45:36,2025-01-13 03:36:36,2025-01-13 04:03:36,DELIVERED,7.2,323.91
307,134,84,74,2024-07-29 07:02:13,2024-07-29 07:37:13,,PICKED,3.5,543.52
308,20,66,100,2024-07-22 14:25:14,2024-07-22 15:08:14,2024-07-22 15:13:14,DELIVERED,5.18,161.88
309,201,94,98,2024-06-09 15:50:41,2024-06-09 16:16:41,,PICKED,5.3,205.92
310,53,66,7,2024-09-04 17:11:09,2024-09-04 17:54:09,2024-09-04 18:05:09,DELIVERED,7.43,509.16
311,208,19,25,2025-01-13 09:00:03,2025-01-13 09:33:03,2025-01-13 09:57:03,DELIVERED,1.18,225.04
312,195,60,22,2024-09-27 10:12:30,2024-09-27 10:39:30,,PICKED,6.54,366.77
313,190,114,87,2024-05-10 02:09:48,2024-05-10 02:54:48,2024-05-10 03:25:48,DELIVERED,2.4,80.0
314,8,65,124,2024-11-03 13:56:40,2024-11-03 14:45:40,2024-11-03 14:36:40,DELIVERED,3.61,502.52
315,46,103,126,2024-02-08 09:38:58,2024-02-08 10:33:58,2024-02-08 10:53:58,DELIVERED,1.11,330.97
316,106,27,123,2024-12-09 10:17:41,2024-12-09 10:57:41,2024-12-09 11:31:41,DELIVERED,3.34,403.03
317,205,25,135,2024-07-01 01:24:41,2024-07-01 02:10:41,,ACCEPTED,5.6,775.16
318,71,27,110,2024-07-16 09:55:07,2024-07-16 10:31:07,,ACCEPTED,5.52,231.62
319,195,19,120,2024-09-10 22:42:56,2024-09-10 23:33:56,2024-09-10 23:34:56,DELIVERED,4.4,303.38
320,118,24,72,2024-04-11 08:00:49,2024-04-11 08:32:49,,ACCEPTED,4.22,218.11
321,94,7,66,2024-02-17 13:30:53,2024-02-17 14:22:53,,PICKED,6.21,293.29
322,22,55,66,2024-01-13 14:08:03,2024-01-13 14:33:03,2024-01-13 14:45:03,DELIVERED,8.27,510.68
323,131,44,68,2024-09-02 03:14:19,2024-09-02 03:49:19,2024-09-02 04:23:19,DELIVERED,2.78,518.44
324,74,40,39,2025-01-17 21:28:11,2025-01-17 22:23:11,2025-01-17 22:35:11,DELIVERED,5.82,334.28
325,142,114,89,2024-01-24 14:36:48,2024-01-24 15:27:48,,ACCEPTED,4.35,565.61
326,115,4,61,2024-02-13 00:28:55,2024-02-13 01:06:55,2024-02-13 01:33:55,DELIVERED,3.15,206.27
327,168,14,35,2024-07-30 18:17:19,2024-07-30 18:52:19,,PICKED,0.5,358.31
328,199,6,9,2024-10-07 17:13:45,2024-10-07 18:07:45,2024-10-07 17:58:45,DELIVERED,4.73,627.92
329,31,89,86,2024-12-28 14:35:48,2024-12-28 15:06:48,,PLACED,4.08,372.73
330,13,74,84,2024-08-10 05:25:52,2024-08-10 06:03:52,,PLACED,4.63,690.07
331,7,3,16,2024-06-06 11:56:14,2024-06-06 12:43:14,,PLACED,4.24,208.11
332,137,107,105,2024-10-22 08:56:49,2024-10-22 09:48:49,,PICKED,4.69,165.0
333,63,45,7,2024-11-17 20:12:52,2024-11-17 20:58:52,2024-11-17 21:19:52,DELIVERED,5.89,312.27
334,67,9,95,2024-04-25 06:18:28,2024-04-25 06:46:28,,PLACED,5.01,689.64
335,49,46,118,2024-06-22 16:36:17,2024-06-22 17:02:17,,PICKED,5.83,275.09
336,198,108,108,2024-07-06 08:22:07,2024-07-06 09:16:07,,PLACED,6.28,303.32
337,91,36,40,2024-09-01 01:30:30,2024-09-01 01:57:30,,ACCEPTED,7.43,480.68
338,53,54,134,2024-01-10 05:21:53,2024-01-10 06:01:53,,PLACED,5.62,500.48
339,125,73,54,2024-04-20 04:56:32,2024-04-20 05:25:32,2024-04-20 05:38:32,DELIVERED,2.47,442.62
340,75,13,44,2024-02-14 20:58:02,2024-02-14 21:29:02,2024-02-14 21:44:02,DELIVERED,4.13,340.4
341,36,13,24,2024-10-28 15:57:54,2024-10-28 16:32:54,,ACCEPTED,3.5,408.83
342,9,43,5,2024-04-21 05:00:00,2024-04-21 05:54:00,2024-04-21 06:22:00,DELIVERED,5.23,544.94
343,146,37,94,2025-01-28 07:55:09,2025-01-28 08:24:09,2025-01-28 08:52:09,DELIVERED,6.05,217.4
344,125,102,48,2024-10-23 19:04:07,2024-10-23 19:37:07,2024-10-23 19:44:07,DELIVERED,3.99,303.72
345,186,42,34,2024-06-25 11:17:12,2024-06-25 12:00:12,2024-06-25 11:55:12,DELIVERED,6.09,104.65
346,197,12,125,2024-06-05 04:08:06,2024-06-05 04:58:06,2024-06-05 05:07:06,DELIVERED,7.23,320.9
347,95,38,80,2024-01-26 17:11:24,2024-01-26 18:01:24,,ACCEPTED,8.63,270.7
348,125,52,121,2024-01-11 08:33:42,2024-01-11 09:11:42,2024-01-11 09:01:42,DELIVERED,6.68,80.0
349,64,63,58,2024-01-12 07:47:12,2024-01-12 08:20:12,2024-01-12 08:50:12,DELIVERED,3.94,693.01
350,144,118,124,2024-08-30 00:53:38,2024-08-30 01:20:38,,CANCELLED,6.45,407.86
351,151,94,114,2025-01-15 19:11:03,2025-01-15 20:00:03,2025-01-15 20:15:03,DELIVERED,1.79,629.57
352,211,76,17,2024-08-10 21:14:49,2024-08-10 21:42:49,2024-08-10 22:09:49,DELIVERED,4.11,333.91
353,139,84,82,2024-06-18 09:01:15,2024-06-18 09:37:15,2024-06-18 09:48:15,DELIVERED,0.9,290.28
354,190,113,102,2024-05-06 16:19:56,2024-05-06 16:52:56,,ACCEPTED,4.99,197.87
355,184,47,95,2025-01-01 15:35:10,2025-01-01 16:06:10,,ACCEPTED,3.82,83.33
356,137,22,11,2024-12-25 01:11:39,2024-12-25 01:37:39,,ACCEPTED,10.29,538.49
357,110,94,106,2024-01-18 01:15:49,2024-01-18 01:40:49,,ACCEPTED,4.32,89.69
358,76,67,23,2024-11-25 20:13:08,2024-11-25 20:39:08,2024-11-25 21:02:08,DELIVERED,3.64,532.74
359,103,37,87,2024-09-06 18:48:56,2024-09-06 19:21:56,,ACCEPTED,4.18,391.17
360,194,72,3,2024-08-02 03:58:46,2024-08-02 04:25:46,,ACCEPTED,5.16,238.07
361,97,18,68,2024-12-18 14:14:54,2024-12-18 14:53:54,,ACCEPTED,2.04,613.74
362,192,61,133,2024-02-07 10:18:11,2024-02-07 10:47:11,2024-02-07 10:59:11,DELIVERED,4.71,95.08
363,75,20,16,2024-05-07 06:01:35,2024-05-07 06:40:35,,ACCEPTED,7.6,80.0
364,209,15,45,2024-01-18 01:19:13,2024-01-18 02:08:13,,PICKED,2.13,452.05
365,17,14,115,2024-02-22 09:32:35,2024-02-22 10:02:35,,ACCEPTED,4.68,199.7
366,57,76,131,2024-07-11 10:27:24,2024-07-11 11:13:24,2024-07-11 11:04:24,DELIVERED,5.91,80.0
367,40,101,111,2024-05-13 16:59:28,2024-05-13 17:27:28,2024-05-13 17:17:28,DELIVERED,4.85,233.18
368,11,103,33,2024-11-25 01:22:04,2024-11-25 01:54:04,2024-11-25 01:48:04,DELIVERED,2.84,239.92
369,126,55,19,2024-03-31 12:16:20,2024-03-31 13:06:20,2024-03-31 13:40:20,DELIVERED,3.71,444.52
370,143,10,87,2024-12-31 13:26:13,2024-12-31 14:11:13,,PICKED,6.54,411.7
371,102,61,17,2024-01-23 12:43:40,2024-01-23 13:19:40,,PICKED,5.58,331.79
372,79,102,76,2025-01-30 19:35:32,2025-01-30 20:15:32,2025-01-30 20:42:32,DELIVERED,5.41,279.6
373,134,52,53,2024-06-14 00:48:48,2024-06-14 01:32:48,,ACCEPTED,2.85,135.45
374,121,119,63,2025-01-01 10:23:48,2025-01-01 11:03:48,2025-01-01 10:58:48,DELIVERED,4.99,343.53
375,116,48,63,2024-02-21 10:13:01,2024-02-21 11:06:01,,PICKED,0.72,122.43
376,14,58,79,2024-09-03 17:10:33,2024-09-03 18:04:33,,PLACED,4.58,80.0
377,146,7,26,2024-07-12 10:21:13,2024-07-12 10:48:13,,PLACED,4.43,566.67
378,117,9,38,2024-08-09 18:18:57,2024-08-09 18:47:57,,CANCELLED,3.81,459.0
379,134,59,125,2024-09-13 13:52:44,2024-09-13 14:22:44,2024-09-13 14:13:44,DELIVERED,3.27,283.95
380,45,37,8,2024-03-15 03:41:10,2024-03-15 04:24:10,2024-03-15 04:31:10,DELIVERED,6.99,458.79
381,192,36,64,2025-01-26 17:45:51,2025-01-26 18:27:51,2025-01-26 18:29:51,DELIVERED,3.82,158.61
382,120,19,36,2024-06-13 13:31:31,2024-06-13 14:24:31,2024-06-13 14:45:31,DELIVERED,1.6,214.91
383,18,63,90,2024-08-09 21:53:15,2024-08-09 22:43:15,2024-08-09 23:03:15,DELIVERED,7.49,80.0
384,3,118,62,2025-01-15 08:51:29,2025-01-15 09:39:29,,PLACED,6.36,656.85
385,96,76,95,2024-11-17 18:44:53,2024-11-17 19:33:53,2024-11-17 19:46:53,DELIVERED,5.53,494.58
386,103,106,79,2024-11-07 15:21:45,2024-11-07 16:02:45,2024-11-07 16:10:45,DELIVERED,7.27,159.72
387,164,7,29,2024-04-15 04:02:58,2024-04-15 04:38:58,2024-04-15 04:39:58,DELIVERED,3.21,540.88
388,55,114,114,2024-04-06 02:53:53,2024-04-06 03:45:53,2024-04-06 03:43:53,DELIVERED,2.07,119.15
389,26,18,46,2024-06-15 11:26:54,2024-06-15 12:16:54,2024-06-15 12:45:54,DELIVERED,9.42,233.24
390,8,38,56,2024-01-04 07:36:56,2024-01-04 08:26:56,,ACCEPTED,4.72,239.88
391,153,88,132,2024-01-10 22:41:41,2024-01-10 23:28:41,,PLACED,6.62,512.02
392,175,48,118,2024-08-17 16:56:51,2024-08-17 17:31:51,2024-08-17 17:21:51,DELIVERED,4.01,286.86
393,44,91,114,2024-02-22 03:50:53,2024-02-22 04:43:53,2024-02-22 05:02:53,DELIVERED,4.79,345.61
394,124,35,74,2024-08-16 08:12:53,2024-08-16 08:59:53,2024-08-16 09:05:53,DELIVERED,6.5,636.26
395,1,41,134,2024-03-30 23:44:45,2024-03-31 00:19:45,2024-03-31 00:46:45,DELIVERED,4.54,586.69
396,59,59,137,2024-10-16 06:15:28,2024-10-16 06:52:28,,PICKED,7.17,365.06
397,9,96,14,2025-01-31 15:18:05,2025-01-31 16:08:05,,ACCEPTED,4.78,338.67
398,12,16,129,2024-12-10 01:59:03,2024-12-10 02:47:03,,PICKED,3.95,581.27
399,202,40,13,2024-09-19 09:58:09,2024-09-19 10:31:09,,PLACED,3.87,287.11
400,167,43,104,2024-12-28 22:17:17,2024-12-28 23:10:17,2024-12-28 23:26:17,DELIVERED,7.25,305.65
401,187,74,23,2024-11-30 03:46:16,2024-11-30 04:19:16,,PICKED,4.27,176.51
402,1,116,119,2024-06-29 10:48:25,2024-06-29 11:14:25,2024-06-29 11:35:25,DELIVERED,7.17,436.83
403,15,84,112,2024-01-11 22:41:00,2024-01-11 23:33:00,,PICKED,6.71,166.23
404,98,22,120,2024-05-08 23:22:20,2024-05-09 00:03:20,2024-05-09 00:29:20,DELIVERED,4.69,335.29
405,86,103,87,2024-11-29 03:17:44,2024-11-29 03:58:44,,PICKED,2.72,305.63
406,113,57,88,2024-02-07 01:43:53,2024-02-07 02:38:53,,PICKED,5.22,280.21
407,195,106,50,2024-08-02 23:52:24,2024-08-03 00:39:24,,ACCEPTED,2.72,375.06
408,159,72,25,2025-01-25 23:54:20,2025-01-26 00:32:20,2025-01-26 00:37:20,DELIVERED,2.61,80.0
409,114,61,75,2024-06-15 19:40:20,2024-06-15 20:29:20,2024-06-15 21:04:20,DELIVERED,7.64,257.06
410,11,89,1,2024-02-14 15:02:48,2024-02-14 15:30:48,2024-02-14 15:24:48,DELIVERED,5.53,147.63
411,146,110,1,2024-06-21 14:31:51,2024-06-21 15:18:51,2024-06-21 15:49:51,DELIVERED,2.65,406.13
412,89,33,27,2024-05-19 21:41:36,2024-05-19 22:06:36,2024-05-19 22:10:36,DELIVERED,4.96,301.4
413,184,110,5,2024-06-03 10:21:41,2024-06-03 10:46:41,,PLACED,6.9,424.01
414,71,40,75,2024-02-23 21:47:35,2024-02-23 22:37:35,,ACCEPTED,4.89,80.0
415,215,79,51,2024-11-22 14:28:57,2024-11-22 15:14:57,2024-11-22 15:13:57,DELIVERED,8.11,562.1
416,215,116,39,2024-01-23 04:44:46,2024-01-23 05:30:46,2024-01-23 05:57:46,DELIVERED,4.18,235.56
417,66,35,50,2024-12-06 22:31:21,2024-12-06 23:07:21,2024-12-06 23:42:21,DELIVERED,7.66,605.93
418,40,29,54,2024-01-05 07:51:49,2024-01-05 08:36:49,2024-01-05 09:06:49,DELIVERED,7.5,162.64
419,130,83,120,2024-04-16 18:10:37,2024-04-16 18:42:37,,PICKED,4.93,646.94
420,200,11,18,2024-04-06 16:53:26,2024-04-06 17:43:26,,PLACED,4.49,437.37
421,181,60,56,2024-05-15 13:04:44,2024-05-15 13:41:44,2024-05-15 14:00:44,DELIVERED,5.33,342.66
422,142,43,36,2024-08-06 16:19:49,2024-08-06 16:52:49,2024-08-06 17:25:49,DELIVERED,3.61,219.92
423,20,95,98,2025-01-13 01:45:38,2025-01-13 02:28:38,,PICKED,1.3,206.21
424,10,111,111,2024-04-09 18:06:06,2024-04-09 18:57:06,,PLACED,2.33,555.87
425,111,46,136,2024-07-08 20:13:07,2024-07-08 21:00:07,2024-07-08 20:56:07,DELIVERED,1.38,274.73
426,183,81,76,2024-07-10 20:47:09,2024-07-10 21:15:09,,ACCEPTED,1.16,179.56
427,169,89,83,2024-04-11 09:55:19,2024-04-11 10:28:19,,PICKED,3.08,798.24
428,209,14,41,2024-08-04 18:02:27,2024-08-04 18:28:27,,PICKED,2.52,490.24
429,143,79,98,2024-08-26 12:18:01,2024-08-26 12:44:01,2024-08-26 12:43:01,DELIVERED,6.66,376.43
430,94,21,37,2024-08-21 00:07:45,2024-08-21 00:47:45,2024-08-21 00:59:45,DELIVERED,5.45,408.77
431,138,10,39,2024-03-13 03:01:30,2024-03-13 03:48:30,,CANCELLED,4.07,204.07
432,217,105,82,2024-09-03 18:41:53,2024-09-03 19:20:53,,ACCEPTED,2.52,326.34
433,155,95,88,2024-12-25 12:30:35,2024-12-25 13:14:35,2024-12-25 13:18:35,DELIVERED,2.56,300.84
434,18,79,77,2024-02-22 18:08:19,2024-02-22 18:48:19,2024-02-22 18:54:19,DELIVERED,3.72,448.69
435,32,88,129,2024-12-15 15:22:18,2024-12-15 16:14:18,2024-12-15 16:13:18,DELIVERED,5.57,242.48
436,60,46,114,2024-10-24 20:30:05,2024-10-24 21:24:05,2024-10-24 21:59:05,DELIVERED,2.45,336.89
437,79,47,9,2024-12-17 05:02:53,2024-12-17 05:28:53,2024-12-17 05:20:53,DELIVERED,2.65,649.02
438,189,31,75,2024-03-22 14:11:00,2024-03-22 14:43:00,2024-03-22 14:46:00,DELIVERED,5.16,223.66
439,37,81,20,2024-07-24 17:06:09,2024-07-24 17:45:09,,PLACED,4.35,433.82
440,58,31,27,2024-02-19 14:43:40,2024-02-19 15:16:40,,ACCEPTED,6.73,219.92
441,193,99,37,2024-02-25 05:31:06,2024-02-25 06:20:06,2024-02-25 06:48:06,DELIVERED,6.91,360.92
442,84,9,121,2025-01-14 21:03:59,2025-01-14 21:58:59,2025-01-14 21:49:59,DELIVERED,3.7,365.19
443,204,103,136,2024-06-03 03:19:03,2024-06-03 04:08:03,2024-06-03 04:32:03,DELIVERED,4.15,100.09
444,129,115,111,2024-11-20 18:25:30,2024-11-20 19:16:30,2024-11-20 19:48:30,DELIVERED,6.89,149.98
445,39,67,135,2024-03-04 13:30:33,2024-03-04 14:03:33,2024-03-04 14:02:33,DELIVERED,2.67,357.91
446,207,35,89,2024-07-12 00:08:16,2024-07-12 00:36:16,2024-07-12 00:46:16,DELIVERED,6.44,261.67
447,83,101,29,2024-03-17 12:44:27,2024-03-17 13:37:27,2024-03-17 13:36:27,DELIVERED,6.02,80.0
448,5,65,108,2024-02-05 12:19:25,2024-02-05 12:52:25,,PICKED,4.16,427.34
449,35,18,115,2024-10-01 17:47:43,2024-10-01 18:39:43,,ACCEPTED,6.92,505.25
450,158,29,113,2024-10-24 08:06:02,2024-10-24 08:50:02,,PICKED,4.77,330.31
451,210,5,43,2024-07-10 05:59:24,2024-07-10 06:42:24,2024-07-10 06:58:24,DELIVERED,5.62,358.92
452,84,82,44,2024-07-10 21:03:38,2024-07-10 21:45:38,2024-07-10 21:50:38,DELIVERED,4.98,479.92
453,186,117,102,2024-01-17 20:32:47,2024-01-17 21:03:47,,ACCEPTED,5.35,80.0
454,106,120,85,2024-04-21 16:21:47,2024-04-21 17:00:47,,ACCEPTED,3.59,462.5
455,138,16,132,2024-12-23 21:21:09,2024-12-23 22:09:09,2024-12-23 22:37:09,DELIVERED,8.87,416.37
456,13,64,51,2024-11-28 14:18:39,2024-11-28 15:08:39,2024-11-28 15:33:39,DELIVERED,5.16,501.66
457,210,105,103,2024-03-04 07:22:49,2024-03-04 07:58:49,2024-03-04 07:51:49,DELIVERED,4.37,251.15
458,1,10,78,2024-01-14 16:23:05,2024-01-14 16:53:05,2024-01-14 16:44:05,DELIVERED,6.85,381.16
459,62,65,30,2024-04-25 20:20:06,2024-04-25 21:05:06,2024-04-25 21:25:06,DELIVERED,5.29,411.69
460,206,94,112,2024-12-01 09:05:24,2024-12-01 09:30:24,,PLACED,8.59,403.28
461,180,106,98,2024-05-24 23:27:09,2024-05-25 00:21:09,2024-05-25 00:51:09,DELIVERED,3.81,392.91
462,67,67,72,2024-01-05 22:00:45,2024-01-05 22:31:45,2024-01-05 22:40:45,DELIVERED,5.94,102.46
463,192,1,121,2024-05-13 22:52:57,2024-05-13 23:21:57,2024-05-13 23:55:57,DELIVERED,3.21,252.94
464,213,29,62,2024-03-23 00:36:01,2024-03-23 01:31:01,2024-03-23 01:39:01,DELIVERED,7.49,115.72
465,95,28,11,2024-10-08 08:39:05,2024-10-08 09:07:05,2024-10-08 09:35:05,DELIVERED,3.68,256.53
466,81,14,127,2024-03-01 13:15:07,2024-03-01 13:43:07,,PLACED,2.65,373.81
467,214,107,128,2024-11-27 22:40:57,2024-11-27 23:22:57,2024-11-27 23:16:57,DELIVERED,1.0,466.57
468,163,84,136,2024-05-14 01:40:54,2024-05-14 02:24:54,2024-05-14 02:57:54,DELIVERED,4.13,374.34
469,148,20,88,2024-10-02 00:56:56,2024-10-02 01:32:56,2024-10-02 02:02:56,DELIVERED,2.28,333.64
470,40,65,98,2024-03-21 19:00:40,2024-03-21 19:26:40,,CANCELLED,3.95,124.41
471,59,53,96,2024-07-26 18:42:17,2024-07-26 19:33:17,2024-07-26 19:52:17,DELIVERED,4.17,402.45
472,194,110,137,2024-08-09 15:51:58,2024-08-09 16:41:58,,PICKED,2.64,233.12
473,9,95,74,2024-02-04 18:03:27,2024-02-04 18:44:27,,PLACED,1.35,80.0
474,153,80,64,2024-03-15 07:48:31,2024-03-15 08:35:31,,PLACED,3.79,80.0
475,14,55,74,2024-02-22 02:03:34,2024-02-22 02:38:34,2024-02-22 03:00:34,DELIVERED,4.45,381.65
476,186,25,118,2024-03-20 10:59:39,2024-03-20 11:54:39,,PICKED,4.41,287.86
477,148,60,8,2024-06-28 19:40:28,2024-06-28 20:09:28,2024-06-28 19:59:28,DELIVERED,4.08,122.21
478,36,114,135,2024-05-22 17:17:42,2024-05-22 17:46:42,,CANCELLED,2.34,257.31
479,13,70,76,2024-03-05 04:21:20,2024-03-05 04:56:20,,ACCEPTED,2.59,192.87
480,141,25,39,2024-10-02 04:50:35,2024-10-02 05:17:35,2024-10-02 05:29:35,DELIVERED,3.92,455.91
481,138,47,68,2024-12-10 23:45:45,2024-12-11 00:39:45,2024-12-11 00:39:45,DELIVERED,6.03,82.95
482,197,18,2,2024-06-21 13:36:40,2024-06-21 14:22:40,2024-06-21 14:43:40,DELIVERED,3.68,128.42
483,19,50,73,2024-06-09 17:20:32,2024-06-09 17:57:32,,PICKED,5.42,85.04
484,33,100,138,2024-04-02 18:46:15,2024-04-02 19:15:15,,ACCEPTED,8.03,659.58
485,53,41,90,2024-08-07 00:10:13,2024-08-07 00:48:13,2024-08-07 00:51:13,DELIVERED,5.07,291.64
486,50,73,14,2024-08-31 03:11:16,2024-08-31 04:01:16,2024-08-31 04:05:16,DELIVERED,3.9,151.59
487,42,110,122,2024-09-15 23:20:00,2024-09-15 23:53:00,,PICKED,7.1,606.36
488,198,120,124,2024-06-29 03:42:34,2024-06-29 04:23:34,2024-06-29 04:29:34,DELIVERED,3.77,356.61
489,110,36,75,2025-01-23 02:26:27,2025-01-23 03:02:27,2025-01-23 03:20:27,DELIVERED,6.35,123.55
490,30,111,25,2025-01-06 09:38:03,2025-01-06 10:25:03,2025-01-06 10:17:03,DELIVERED,4.58,80.0
491,77,37,101,2024-01-10 22:14:10,2024-01-10 23:04:10,2024-01-10 23:13:10,DELIVERED,5.03,407.92
492,114,116,113,2024-03-02 05:45:43,2024-03-02 06:35:43,,PLACED,6.94,418.48
