event_id,campaign_id,event_type,revenue,city,event_date
601,25,lead,372.38,Bangalore,2026-01-15
602,17,impression,397.8,Delhi,2026-01-18
603,12,lead,407.45,Mumbai,2026-01-05
604,31,lead,248.77,Bangalore,2026-01-24
605,37,purchase,344.02,Delhi,2026-01-27
606,24,click,472.69,Pune,2026-01-19
607,9,lead,108.78,Pune,2026-01-03
608,20,lead,356.5,Delhi,2026-01-19
609,29,impression,60.18,Bangalore,2026-01-23
610,25,purchase,378.19,Delhi,2026-01-21
611,6,purchase,97.13,Bangalore,2026-01-02
612,19,purchase,349.41,Mumbai,2026-01-28
613,21,purchase,368.58,Pune,2026-01-24
614,27,impression,244.58,Pune,2026-01-05
615,24,impression,121.71,Pune,2026-01-02
616,35,click,168.34,Pune,2026-01-21
617,9,purchase,456.96,Bangalore,2026-01-02
618,6,lead,306.03,Bangalore,2026-01-06
619,33,click,205.29,Pune,2026-01-23
620,15,purchase,397.02,Delhi,2026-01-26
621,22,impression,216.07,Delhi,2026-01-17
622,7,lead,277.79,Delhi,2026-01-22
623,16,lead,361.3,Pune,2026-01-08
624,21,click,280.34,Bangalore,2026-01-21
625,3,purchase,269.62,Delhi,2026-01-27
626,14,click,492.08,Pune,2026-01-03
627,40,purchase,385.73,Delhi,2026-01-20
628,25,impression,486.93,Delhi,2026-01-21
629,22,impression,479.61,Pune,2026-01-08
630,39,lead,314.87,Pune,2026-01-03
631,14,impression,82.44,Mumbai,2026-01-25
632,30,click,460.34,Mumbai,2026-01-26
633,19,click,365.15,Pune,2026-01-01
634,24,impression,492.29,Bangalore,2026-01-09
635,36,impression,241.88,Delhi,2026-01-13
636,17,lead,420.38,Mumbai,2026-01-28
637,22,impression,246.31,Bangalore,2026-01-26
638,39,click,370.8,Mumbai,2026-01-25
639,33,impression,8.76,Pune,2026-01-27
640,8,purchase,60.37,Delhi,2026-01-24
641,31,impression,109.13,Pune,2026-01-01
642,8,impression,474.99,Mumbai,2026-01-18
643,13,impression,439.47,Pune,2026-01-24
644,10,purchase,324.51,Delhi,2026-01-03
645,36,lead,449.85,Pune,2026-01-14
646,37,purchase,285.9,Pune,2026-01-08
647,29,lead,241.26,Bangalore,2026-01-25
648,15,impression,220.81,Pune,2026-01-14
649,6,impression,6.21,Delhi,2026-01-21
650,20,click,108.79,Mumbai,2026-01-26
651,3,impression,398.04,Bangalore,2026-01-18
652,27,impression,436.29,Bangalore,2026-01-24
653,34,impression,426.74,Delhi,2026-01-06
654,2,click,94.77,Delhi,2026-01-06
655,10,lead,311.52,Mumbai,2026-01-16
656,14,purchase,416.69,Pune,2026-01-04
657,28,purchase,457.65,Bangalore,2026-01-21
658,27,click,462.69,Pune,2026-01-11
659,40,impression,414.86,Pune,2026-01-01
660,19,impression,160.75,Bangalore,2026-01-03
661,36,purchase,246.83,Delhi,2026-01-02
662,30,click,33.46,Pune,2026-01-27
663,11,impression,172.37,Bangalore,2026-01-13
664,8,purchase,310.38,Pune,2026-01-28
665,15,click,349.88,Delhi,2026-01-14
666,28,impression,47.72,Bangalore,2026-01-22
667,30,lead,277.66,Delhi,2026-01-13
668,34,purchase,413.66,Bangalore,2026-01-07
669,29,click,7.52,Mumbai,2026-01-28
670,25,purchase,482.38,Delhi,2026-01-06
671,25,click,430.0,Mumbai,2026-01-14
672,35,click,393.24,Pune,2026-01-09
673,37,purchase,130.54,Delhi,2026-01-26
674,16,click,251.56,Mumbai,2026-01-15
675,24,purchase,41.93,Bangalore,2026-01-01
676,29,purchase,200.47,Delhi,2026-01-18
677,6,click,168.97,Bangalore,2026-01-27
678,32,purchase,252.06,Delhi,2026-01-19
679,1,impression,102.03,Delhi,2026-01-27
680,38,click,231.49,Delhi,2026-01-17
681,9,impression,296.54,Bangalore,2026-01-07
682,25,purchase,292.02,Delhi,2026-01-01
683,35,impression,141.35,Bangalore,2026-01-11
684,36,click,324.05,Bangalore,2026-01-25
685,29,impression,185.21,Delhi,2026-01-22
686,15,lead,37.47,Pune,2026-01-28
687,40,purchase,305.34,Delhi,2026-01-06
688,5,purchase,164.06,Delhi,2026-01-18
689,13,lead,295.56,Bangalore,2026-01-12
690,12,purchase,180.07,Delhi,2026-01-14
691,27,purchase,460.46,Delhi,2026-01-16
692,29,purchase,34.9,Pune,2026-01-04
693,35,lead,208.72,Pune,2026-01-06
694,36,lead,398.86,Mumbai,2026-01-09
695,30,lead,320.54,Mumbai,2026-01-13
696,26,purchase,391.71,Pune,2026-01-07
697,1,impression,440.4,Pune,2026-01-21
698,34,click,349.26,Bangalore,2026-01-12
699,19,click,39.8,Delhi,2026-01-18
700,33,click,308.35,Bangalore,2026-01-23
701,37,purchase,150.88,Delhi,2026-01-04
702,32,impression,36.6,Pune,2026-01-22
703,6,click,405.11,Delhi,2026-01-18
704,32,purchase,251.28,Mumbai,2026-01-05
705,23,lead,402.78,Delhi,2026-01-06
706,22,purchase,65.85,Bangalore,2026-01-09
707,38,impression,122.62,Delhi,2026-01-04
708,37,impression,27.51,Mumbai,2026-01-11
709,15,purchase,317.82,Pune,2026-01-28
710,16,purchase,493.24,Delhi,2026-01-08
711,3,lead,129.76,Delhi,2026-01-24
712,34,purchase,101.74,Pune,2026-01-16
713,31,impression,91.5,Pune,2026-01-19
714,37,click,370.01,Bangalore,2026-01-04
715,14,impression,191.35,Bangalore,2026-01-14
716,12,click,330.7,Delhi,2026-01-18
717,4,click,34.06,Mumbai,2026-01-05
718,35,purchase,427.09,Pune,2026-01-15
719,2,lead,187.03,Bangalore,2026-01-16
720,20,purchase,33.56,Bangalore,2026-01-28
721,13,impression,247.62,Delhi,2026-01-25
722,10,purchase,63.69,Pune,2026-01-12
723,29,impression,446.05,Mumbai,2026-01-08
724,35,impression,134.53,Delhi,2026-01-17
725,25,purchase,274.99,Bangalore,2026-01-24
726,14,lead,165.31,Bangalore,2026-01-08
727,21,purchase,133.63,Pune,2026-01-25
728,35,lead,161.69,Bangalore,2026-01-17
729,1,impression,237.63,Bangalore,2026-01-19
730,9,purchase,234.51,Mumbai,2026-01-10
731,23,impression,302.9,Pune,2026-01-08
732,24,impression,176.91,Delhi,2026-01-06
733,6,click,430.89,Delhi,2026-01-26
734,20,purchase,344.72,Mumbai,2026-01-16
735,37,lead,471.46,Pune,2026-01-21
736,22,lead,154.08,Delhi,2026-01-25
737,12,click,302.15,Pune,2026-01-27
738,5,click,9.46,Mumbai,2026-01-18
739,19,purchase,126.33,Bangalore,2026-01-20
740,30,lead,384.55,Delhi,2026-01-04
741,20,impression,78.29,Bangalore,2026-01-01
742,39,purchase,141.7,Delhi,2026-01-16
743,14,lead,215.81,Delhi,2026-01-14
744,36,impression,281.31,Delhi,2026-01-16
745,30,impression,135.08,Bangalore,2026-01-09
746,5,lead,182.61,Pune,2026-01-26
747,25,impression,296.36,Delhi,2026-01-11
748,18,lead,144.19,Pune,2026-01-10
749,31,impression,116.79,Mumbai,2026-01-23
750,16,lead,391.72,Delhi,2026-01-17
751,33,impression,137.42,Delhi,2026-01-21
752,15,impression,128.08,Pune,2026-01-19
753,15,impression,240.06,Bangalore,2026-01-04
754,26,purchase,259.13,Pune,2026-01-09
755,2,purchase,366.18,Mumbai,2026-01-27
756,7,lead,74.87,Pune,2026-01-13
757,10,click,361.74,Bangalore,2026-01-01
758,34,click,94.3,Delhi,2026-01-18
759,32,impression,476.62,Pune,2026-01-24
760,37,impression,359.04,Pune,2026-01-20
761,35,lead,98.95,Pune,2026-01-25
762,9,impression,358.08,Pune,2026-01-26
763,25,lead,204.49,Mumbai,2026-01-19
764,40,lead,252.63,Mumbai,2026-01-12
765,21,purchase,89.07,Pune,2026-01-15
766,40,impression,83.06,Pune,2026-01-11
767,36,impression,126.21,Mumbai,2026-01-26
768,9,lead,331.46,Bangalore,2026-01-17
769,31,purchase,109.17,Mumbai,2026-01-05
770,39,purchase,373.41,Bangalore,2026-01-18
771,36,lead,398.73,Bangalore,2026-01-28
772,19,purchase,190.78,Pune,2026-01-02
773,39,click,205.76,Bangalore,2026-01-13
774,4,impression,405.48,Bangalore,2026-01-04
775,4,lead,169.05,Mumbai,2026-01-20
776,24,lead,374.15,Mumbai,2026-01-28
777,33,impression,126.53,Bangalore,2026-01-11
778,34,lead,485.21,Delhi,2026-01-07
779,28,lead,454.23,Bangalore,2026-01-10
780,35,lead,207.54,Mumbai,2026-01-21
781,25,click,498.97,Pune,2026-01-28
782,40,lead,236.84,Pune,2026-01-26
783,9,purchase,204.06,Mumbai,2026-01-17
784,3,lead,242.15,Pune,2026-01-01
785,34,purchase,376.57,Mumbai,2026-01-15
786,7,impression,161.82,Delhi,2026-01-27
787,24,lead,354.88,Bangalore,2026-01-25
788,2,impression,343.6,Bangalore,2026-01-06
789,12,click,77.51,Pune,2026-01-26
790,34,purchase,459.72,Mumbai,2026-01-17
791,5,impression,236.24,Bangalore,2026-01-08
792,38,lead,30.87,Delhi,2026-01-15
793,19,purchase,94.23,Mumbai,2026-01-12
794,25,click,202.55,Delhi,2026-01-27
795,24,impression,441.22,Mumbai,2026-01-04
796,25,click,435.5,Delhi,2026-01-20
797,3,lead,59.59,Delhi,2026-01-06
798,32,purchase,26.59,Delhi,2026-01-24
799,20,impression,387.47,Delhi,2026-01-02
800,11,click,105.63,Delhi,2026-01-20
801,21,click,440.7,Pune,2026-01-07
802,35,click,431.22,Delhi,2026-01-25
803,30,impression,469.51,Mumbai,2026-01-14
804,39,lead,181.4,Mumbai,2026-01-21
805,19,lead,262.64,Pune,2026-01-16
806,37,purchase,221.72,Delhi,2026-01-26
807,34,lead,421.65,Mumbai,2026-01-25
808,13,purchase,443.89,Pune,2026-01-03
809,22,lead,148.67,Bangalore,2026-01-03
810,3,purchase,133.88,Bangalore,2026-01-11
811,5,click,66.05,Delhi,2026-01-08
812,28,purchase,315.85,Delhi,2026-01-16
813,4,click,400.81,Mumbai,2026-01-08
814,36,click,268.59,Pune,2026-01-12
815,36,impression,394.02,Pune,2026-01-22
816,11,impression,73.37,Pune,2026-01-14
817,34,purchase,88.7,Delhi,2026-01-05
818,15,lead,355.4,Delhi,2026-01-17
819,15,impression,486.66,Pune,2026-01-03
820,10,click,52.35,Delhi,2026-01-10
821,10,click,425.3,Delhi,2026-01-09
822,31,impression,392.26,Mumbai,2026-01-20
823,33,impression,368.65,Bangalore,2026-01-10
824,33,lead,251.01,Bangalore,2026-01-28
825,13,purchase,488.41,Mumbai,2026-01-07
826,11,click,173.38,Pune,2026-01-14
827,35,impression,438.04,Delhi,2026-01-05
828,15,lead,315.93,Mumbai,2026-01-03
829,18,lead,190.64,Delhi,2026-01-22
830,31,click,101.41,Delhi,2026-01-06
831,10,click,348.69,Bangalore,2026-01-05
832,27,impression,198.14,Mumbai,2026-01-12
833,13,purchase,242.34,Pune,2026-01-20
834,17,purchase,52.99,Mumbai,2026-01-01
835,12,impression,71.6,Delhi,2026-01-19
836,21,lead,193.14,Mumbai,2026-01-05
837,26,lead,127.52,Mumbai,2026-01-28
838,7,lead,34.94,Bangalore,2026-01-18
839,13,impression,173.61,Pune,2026-01-21
840,14,impression,415.93,Pune,2026-01-28
841,34,impression,94.27,Mumbai,2026-01-04
842,5,impression,440.08,Bangalore,2026-01-21
843,2,impression,31.96,Delhi,2026-01-09
844,13,impression,42.23,Pune,2026-01-20
845,21,lead,104.5,Mumbai,2026-01-26
846,32,click,22.94,Pune,2026-01-07
847,21,lead,367.07,Pune,2026-01-18
848,7,purchase,463.12,Pune,2026-01-18
849,29,click,182.45,Bangalore,2026-01-05
850,40,purchase,308.07,Mumbai,2026-01-12
851,17,purchase,498.12,Pune,2026-01-21
852,18,purchase,386.08,Bangalore,2026-01-22
853,37,impression,327.21,Mumbai,2026-01-05
854,3,lead,91.1,Pune,2026-01-21
855,18,click,177.56,Bangalore,2026-01-06
856,17,purchase,217.11,Mumbai,2026-01-04
857,28,click,15.5,Mumbai,2026-01-17
858,12,impression,330.09,Pune,2026-01-23
859,6,lead,430.7,Pune,2026-01-23
860,14,click,137.36,Mumbai,2026-01-02
861,36,click,134.58,Delhi,2026-01-23
862,4,click,55.97,Bangalore,2026-01-14
863,2,click,464.06,Mumbai,2026-01-04
864,18,click,45.97,Mumbai,2026-01-14
865,16,impression,253.04,Pune,2026-01-14
866,21,click,161.22,Pune,2026-01-15
867,20,lead,164.63,Delhi,2026-01-14
868,11,purchase,158.0,Bangalore,2026-01-12
869,28,click,385.07,Mumbai,2026-01-26
870,35,lead,263.02,Delhi,2026-01-28
871,5,click,34.67,Pune,2026-01-01
872,12,lead,262.84,Delhi,2026-01-16
873,12,click,492.45,Mumbai,2026-01-22
874,12,purchase,347.21,Bangalore,2026-01-23
875,2,lead,10.19,Mumbai,2026-01-21
876,2,impression,409.37,Delhi,2026-01-01
877,21,lead,276.18,Pune,2026-01-20
878,10,lead,411.95,Bangalore,2026-01-21
879,9,impression,414.63,Delhi,2026-01-23
880,1,purchase,499.98,Pune,2026-01-24
881,3,lead,496.15,Bangalore,2026-01-08
882,14,impression,493.04,Pune,2026-01-12
883,17,lead,39.25,Mumbai,2026-01-24
884,10,click,55.61,Pune,2026-01-17
885,6,lead,21.91,Delhi,2026-01-08
886,30,purchase,38.07,Pune,2026-01-01
887,33,click,177.39,Mumbai,2026-01-25
888,22,purchase,68.05,Mumbai,2026-01-15
889,5,lead,172.69,Mumbai,2026-01-06
890,32,purchase,136.33,Bangalore,2026-01-24
891,38,click,95.74,Pune,2026-01-22
892,12,click,41.53,Bangalore,2026-01-09
893,15,purchase,448.26,Mumbai,2026-01-20
894,18,impression,456.66,Delhi,2026-01-11
895,27,click,92.13,Delhi,2026-01-01
896,26,lead,278.96,Bangalore,2026-01-24
897,25,purchase,321.73,Pune,2026-01-21
898,12,lead,233.31,Mumbai,2026-01-02
899,2,click,182.63,Delhi,2026-01-14
900,7,click,105.24,Mumbai,2026-01-13
901,1,purchase,11.93,Pune,2026-01-18
902,39,purchase,244.54,Mumbai,2026-01-05
903,17,click,229.52,Bangalore,2026-01-05
904,16,click,239.92,Pune,2026-01-18
905,17,lead,263.64,Mumbai,2026-01-03
906,6,purchase,71.23,Pune,2026-01-05
907,28,impression,194.49,Delhi,2026-01-02
908,18,lead,199.94,Delhi,2026-01-15
909,8,lead,350.87,Pune,2026-01-10
910,12,lead,404.48,Mumbai,2026-01-14
911,7,purchase,64.27,Pune,2026-01-18
912,4,purchase,481.89,Delhi,2026-01-07
913,40,purchase,247.53,Delhi,2026-01-16
914,28,lead,400.57,Bangalore,2026-01-02
915,16,purchase,69.67,Pune,2026-01-16
916,16,lead,65.78,Pune,2026-01-17
917,20,impression,375.3,Pune,2026-01-04
918,8,purchase,184.69,Pune,2026-01-20
919,29,lead,147.45,Pune,2026-01-05
920,25,click,30.88,Pune,2026-01-03
921,12,lead,418.29,Pune,2026-01-15
922,7,purchase,62.52,Delhi,2026-01-06
923,35,purchase,85.85,Bangalore,2026-01-03
924,24,purchase,158.62,Pune,2026-01-22
925,40,purchase,335.78,Pune,2026-01-12
926,31,purchase,364.78,Mumbai,2026-01-17
927,33,impression,410.42,Mumbai,2026-01-08
928,13,lead,108.73,Delhi,2026-01-12
929,20,lead,415.34,Pune,2026-01-12
930,2,lead,498.96,Bangalore,2026-01-25
931,19,purchase,151.87,Pune,2026-01-28
932,26,impression,330.44,Pune,2026-01-17
933,40,impression,488.88,Delhi,2026-01-03
934,12,purchase,257.19,Mumbai,2026-01-18
935,29,click,259.72,Delhi,2026-01-08
936,24,lead,301.48,Bangalore,2026-01-09
937,15,click,370.39,Mumbai,2026-01-11
938,20,click,207.3,Pune,2026-01-03
939,9,impression,122.94,Mumbai,2026-01-17
940,14,purchase,17.13,Mumbai,2026-01-21
941,18,impression,81.39,Pune,2026-01-23
942,8,lead,277.0,Delhi,2026-01-05
943,1,click,177.1,Delhi,2026-01-26
944,5,click,274.9,Pune,2026-01-19
945,35,impression,419.57,Delhi,2026-01-07
946,23,purchase,204.57,Mumbai,2026-01-09
947,21,purchase,152.81,Bangalore,2026-01-25
948,32,purchase,464.87,Pune,2026-01-26
949,36,click,458.13,Bangalore,2026-01-10
950,2,impression,238.74,Mumbai,2026-01-21
951,23,lead,67.82,Bangalore,2026-01-13
952,36,impression,334.54,Delhi,2026-01-07
953,25,purchase,11.91,Bangalore,2026-01-14
954,20,click,493.28,Bangalore,2026-01-03
955,6,purchase,260.41,Delhi,2026-01-18
956,36,impression,295.69,Bangalore,2026-01-14
957,30,impression,383.18,Mumbai,2026-01-24
958,3,lead,141.79,Pune,2026-01-22
959,27,lead,343.23,Bangalore,2026-01-18
960,16,click,17.46,Delhi,2026-01-03
961,29,impression,430.77,Bangalore,2026-01-21
962,39,lead,237.25,Bangalore,2026-01-05
963,39,impression,168.91,Bangalore,2026-01-18
964,13,purchase,155.45,Delhi,2026-01-23
965,2,click,350.99,Pune,2026-01-04
966,6,click,253.54,Pune,2026-01-16
967,28,click,220.23,Bangalore,2026-01-12
968,32,purchase,132.46,Mumbai,2026-01-17
969,37,impression,465.02,Delhi,2026-01-10
970,8,lead,108.59,Mumbai,2026-01-16
971,38,impression,499.58,Delhi,2026-01-08
972,11,impression,47.31,Bangalore,2026-01-08
973,4,purchase,189.96,Bangalore,2026-01-12
974,6,purchase,444.66,Delhi,2026-01-16
975,12,impression,349.81,Mumbai,2026-01-21
976,39,purchase,27.04,Mumbai,2026-01-23
977,36,impression,118.78,Mumbai,2026-01-25
978,11,lead,157.06,Mumbai,2026-01-17
979,26,lead,332.97,Bangalore,2026-01-17
980,16,purchase,129.43,Pune,2026-01-04
981,13,lead,425.56,Pune,2026-01-02
982,13,click,465.91,Pune,2026-01-18
983,18,impression,136.08,Mumbai,2026-01-04
984,1,click,268.72,Pune,2026-01-09
985,37,purchase,171.18,Mumbai,2026-01-07
986,19,impression,434.35,Pune,2026-01-03
987,32,lead,242.66,Delhi,2026-01-05
988,11,click,249.38,Pune,2026-01-01
989,7,lead,289.41,Delhi,2026-01-22
990,36,purchase,273.79,Delhi,2026-01-23
991,36,click,347.14,Pune,2026-01-18
992,34,impression,28.72,Pune,2026-01-17
993,33,purchase,208.55,Bangalore,2026-01-20
994,29,purchase,68.4,Bangalore,2026-01-08
995,3,impression,106.92,Delhi,2026-01-15
996,17,impression,492.04,Pune,2026-01-23
997,15,click,136.04,Delhi,2026-01-10
998,19,impression,482.21,Pune,2026-01-10
999,38,lead,83.7,Bangalore,2026-01-27
1000,36,lead,408.47,Pune,2026-01-06
