order_id,customer_id,store_id,order_date,payment_mode,order_status
10559,10,1,2025-06-27,UPI,DELIVERED
10560,83,3,2025-11-21,UPI,CANCELLED
10561,1,5,2025-06-18,UPI,PLACED
10562,32,4,2025-07-22,UPI,DELIVERED
10563,64,1,2025-11-16,NETBANKING,DELIVERED
10564,98,1,2025-08-25,CARD,DELIVERED
10565,42,3,2025-12-14,UPI,CANCELLED
10566,15,2,2025-12-28,UPI,DELIVERED
10567,53,4,2025-06-04,UPI,DELIVERED
10568,106,3,2025-12-09,UPI,DELIVERED
10569,70,1,2025-08-18,UPI,DELIVERED
10570,13,9,2025-06-04,UPI,DELIVERED
10571,64,9,2025-07-20,CARD,DELIVERED
10572,75,9,2025-10-13,CARD,DELIVERED
10573,29,6,2025-08-26,CASH,DELIVERED
10574,33,3,2025-12-01,CASH,DELIVERED
10575,70,10,2025-12-17,UPI,PLACED
10576,37,10,2025-08-05,UPI,DELIVERED
10577,109,2,2025-08-17,CASH,DELIVERED
10578,93,9,2025-11-29,UPI,DELIVERED
10579,98,1,2025-08-23,CASH,DELIVERED
10580,96,5,2025-09-11,CASH,DELIVERED
10581,114,7,2025-12-14,UPI,DELIVERED
10582,19,10,2025-07-28,CASH,DELIVERED
10583,4,3,2025-12-26,CASH,PLACED
10584,118,4,2025-07-07,CARD,CANCELLED
10585,81,1,2025-08-15,UPI,DELIVERED
10586,112,10,2025-12-29,CARD,RETURNED
10587,22,3,2025-12-18,CARD,DELIVERED
10588,42,9,2025-08-03,CASH,DELIVERED
10589,93,4,2025-09-07,CARD,PLACED
10590,90,9,2025-08-19,NETBANKING,DELIVERED
10591,68,4,2025-12-06,UPI,DELIVERED
10592,105,5,2025-09-13,CASH,DELIVERED
10593,86,7,2025-11-02,CARD,DELIVERED
10594,7,9,2025-10-10,CARD,PLACED
10595,62,4,2025-11-01,UPI,DELIVERED
10596,84,2,2025-10-09,UPI,CANCELLED
10597,58,6,2025-11-09,UPI,DELIVERED
10598,3,9,2025-09-14,UPI,DELIVERED
10599,1,5,2025-09-16,CASH,DELIVERED
10600,81,6,2025-08-03,UPI,PLACED
10601,92,8,2025-08-26,UPI,CANCELLED
10602,17,5,2025-06-26,UPI,CANCELLED
10603,101,4,2025-07-12,UPI,PLACED
10604,82,10,2025-08-26,UPI,PLACED
10605,84,3,2025-10-14,UPI,DELIVERED
10606,7,6,2025-06-25,CARD,PLACED
10607,114,5,2025-08-01,UPI,DELIVERED
10608,9,8,2025-08-14,UPI,PLACED
10609,32,10,2025-12-25,UPI,DELIVERED
10610,66,1,2025-07-29,CARD,DELIVERED
10611,76,9,2025-07-02,NETBANKING,DELIVERED
10612,20,8,2025-10-05,CARD,DELIVERED
10613,34,4,2025-11-01,UPI,DELIVERED
10614,21,8,2025-08-26,CARD,DELIVERED
10615,88,7,2025-07-07,CASH,DELIVERED
10616,100,1,2025-08-26,CARD,DELIVERED
10617,80,4,2025-09-04,UPI,DELIVERED
10618,30,5,2025-09-03,CARD,DELIVERED
10619,59,3,2025-12-14,UPI,DELIVERED
10620,68,1,2025-12-15,CARD,DELIVERED
10621,47,3,2025-12-01,NETBANKING,DELIVERED
10622,46,7,2025-11-04,CARD,DELIVERED
10623,49,2,2025-07-07,UPI,CANCELLED
10624,30,10,2025-06-16,CARD,DELIVERED
10625,47,5,2025-12-26,CARD,DELIVERED
10626,57,2,2025-11-21,UPI,DELIVERED
10627,25,6,2025-06-22,UPI,DELIVERED
10628,74,8,2025-06-03,CARD,DELIVERED
10629,42,6,2025-10-28,UPI,DELIVERED
10630,57,2,2025-06-30,CASH,DELIVERED
10631,86,4,2025-06-05,UPI,DELIVERED
10632,60,10,2025-09-19,CARD,DELIVERED
10633,103,4,2025-10-28,UPI,DELIVERED
10634,11,1,2025-07-31,UPI,DELIVERED
10635,55,7,2025-07-16,CARD,CANCELLED
10636,112,4,2025-07-20,CARD,DELIVERED
10637,76,10,2025-08-11,NETBANKING,PLACED
10638,50,6,2025-10-27,CARD,CANCELLED
10639,11,2,2025-06-21,CARD,CANCELLED
10640,114,1,2025-12-30,UPI,DELIVERED
10641,32,10,2025-08-18,UPI,RETURNED
10642,3,3,2025-08-06,CARD,DELIVERED
10643,5,4,2025-07-18,CARD,PLACED
10644,78,10,2025-06-09,UPI,DELIVERED
10645,118,3,2025-08-11,UPI,DELIVERED
10646,47,8,2025-06-23,UPI,DELIVERED
10647,53,8,2025-11-14,CASH,DELIVERED
10648,110,8,2025-06-14,CARD,DELIVERED
10649,89,1,2025-06-14,NETBANKING,DELIVERED
10650,26,10,2025-10-31,UPI,DELIVERED
10651,60,8,2025-06-15,NETBANKING,DELIVERED
10652,7,5,2025-08-20,CASH,DELIVERED
10653,60,9,2025-06-07,CASH,DELIVERED
10654,34,7,2025-11-04,CARD,DELIVERED
10655,20,7,2025-07-21,UPI,PLACED
10656,30,9,2025-07-09,CARD,PLACED
10657,82,8,2025-08-02,CARD,RETURNED
10658,41,7,2025-09-29,UPI,DELIVERED
10659,108,7,2025-10-11,UPI,DELIVERED
10660,2,4,2025-07-18,UPI,DELIVERED
10661,103,7,2025-09-12,UPI,DELIVERED
10662,13,1,2025-07-27,NETBANKING,DELIVERED
10663,19,7,2025-07-13,UPI,DELIVERED
10664,17,2,2025-12-13,UPI,DELIVERED
10665,62,1,2025-12-29,UPI,DELIVERED
10666,61,1,2025-08-15,CARD,DELIVERED
10667,11,3,2025-09-03,NETBANKING,DELIVERED
10668,117,8,2025-11-12,UPI,RETURNED
10669,66,1,2025-12-09,UPI,DELIVERED
10670,29,3,2025-06-17,UPI,DELIVERED
10671,19,4,2025-10-04,CASH,DELIVERED
10672,49,6,2025-08-06,CASH,CANCELLED
10673,68,8,2025-08-14,UPI,RETURNED
10674,100,10,2025-06-09,UPI,CANCELLED
10675,24,7,2025-11-16,CARD,DELIVERED
10676,42,5,2025-10-09,UPI,PLACED
10677,45,1,2025-11-19,CARD,DELIVERED
10678,49,9,2025-07-02,CASH,RETURNED
10679,26,8,2025-08-09,UPI,DELIVERED
10680,102,8,2025-08-10,NETBANKING,DELIVERED
10681,25,3,2025-08-12,UPI,DELIVERED
10682,49,6,2025-11-15,CARD,DELIVERED
10683,112,9,2025-10-05,UPI,DELIVERED
10684,69,5,2025-10-26,CARD,DELIVERED
10685,66,10,2025-10-31,CARD,PLACED
10686,8,3,2025-11-19,CARD,DELIVERED
10687,20,10,2025-12-06,CASH,CANCELLED
10688,28,3,2025-08-25,CARD,PLACED
10689,55,9,2025-11-24,CARD,DELIVERED
10690,58,9,2025-09-27,UPI,DELIVERED
10691,10,1,2025-07-23,CASH,CANCELLED
10692,28,10,2025-10-02,UPI,DELIVERED
10693,84,3,2025-11-09,UPI,DELIVERED
10694,9,4,2025-10-17,NETBANKING,CANCELLED
10695,14,6,2025-12-08,CASH,PLACED
10696,63,2,2025-12-04,NETBANKING,DELIVERED
10697,81,3,2025-10-26,UPI,PLACED
10698,53,5,2025-08-29,UPI,DELIVERED
10699,54,9,2025-10-28,UPI,CANCELLED
10700,15,7,2025-08-31,NETBANKING,DELIVERED
10701,53,5,2025-12-30,CARD,DELIVERED
10702,10,3,2025-06-24,NETBANKING,DELIVERED
10703,15,3,2025-06-04,NETBANKING,DELIVERED
10704,56,9,2025-06-27,CARD,DELIVERED
10705,92,8,2025-09-14,NETBANKING,DELIVERED
10706,28,6,2025-06-23,CASH,DELIVERED
10707,19,10,2025-09-11,CASH,DELIVERED
10708,62,1,2025-09-02,UPI,DELIVERED
10709,113,4,2025-06-27,CARD,DELIVERED
10710,50,4,2025-08-25,UPI,RETURNED
10711,38,8,2025-12-19,NETBANKING,DELIVERED
10712,88,6,2025-08-31,CASH,DELIVERED
10713,87,7,2025-08-06,CARD,RETURNED
10714,33,6,2025-09-12,CARD,DELIVERED
10715,99,1,2025-08-27,NETBANKING,DELIVERED
10716,97,3,2025-08-02,CARD,DELIVERED
10717,8,3,2025-09-27,NETBANKING,DELIVERED
10718,44,5,2025-12-21,NETBANKING,DELIVERED
10719,30,8,2025-09-08,UPI,DELIVERED
10720,48,6,2025-06-19,CASH,DELIVERED
10721,75,10,2025-07-02,CARD,DELIVERED
10722,115,8,2025-08-19,UPI,DELIVERED
10723,116,4,2025-09-17,CASH,PLACED
10724,25,5,2025-09-15,CARD,DELIVERED
10725,57,1,2025-11-12,CARD,DELIVERED
10726,100,1,2025-07-01,UPI,DELIVERED
10727,40,4,2025-10-22,CARD,PLACED
10728,41,3,2025-06-16,NETBANKING,DELIVERED
10729,20,9,2025-10-18,UPI,DELIVERED
10730,12,10,2025-12-19,UPI,DELIVERED
10731,115,3,2025-07-06,UPI,DELIVERED
10732,65,4,2025-10-23,NETBANKING,PLACED
10733,102,8,2025-07-20,NETBANKING,PLACED
10734,95,10,2025-11-08,CARD,DELIVERED
10735,95,7,2025-10-19,CASH,DELIVERED
10736,76,6,2025-12-24,UPI,DELIVERED
10737,95,5,2025-06-12,UPI,DELIVERED
10738,90,5,2025-12-09,UPI,DELIVERED
10739,33,4,2025-11-05,UPI,PLACED
10740,84,6,2025-11-11,CARD,DELIVERED
10741,98,6,2025-12-28,CASH,DELIVERED
10742,53,4,2025-06-17,UPI,DELIVERED
10743,62,5,2025-11-21,NETBANKING,DELIVERED
10744,63,5,2025-10-28,UPI,DELIVERED
10745,7,4,2025-09-24,UPI,DELIVERED
10746,84,1,2025-08-29,UPI,PLACED
10747,50,7,2025-11-10,UPI,DELIVERED
10748,27,2,2025-07-23,CARD,DELIVERED
10749,31,10,2025-12-20,CASH,DELIVERED
10750,1,1,2025-08-31,CARD,DELIVERED
10751,80,2,2025-09-30,,DELIVERED
10752,11,4,2025-11-29,CASH,DELIVERED
10753,22,10,2025-06-18,NETBANKING,DELIVERED
10754,69,2,2025-12-17,UPI,DELIVERED
10755,2,5,2025-06-23,CASH,DELIVERED
10756,109,4,2025-07-18,UPI,RETURNED
10757,47,6,2025-08-31,UPI,DELIVERED
10758,107,8,2025-06-04,UPI,CANCELLED
10759,11,4,2025-12-23,CARD,DELIVERED
10760,83,2,2025-08-13,UPI,DELIVERED
10761,52,4,2026-01-04,UPI,CANCELLED
10762,59,2,2025-06-15,UPI,DELIVERED
10763,95,5,2025-08-17,UPI,DELIVERED
10764,41,1,2025-07-12,UPI,DELIVERED
10765,40,6,2025-12-18,CASH,PLACED
10766,118,9,2025-09-13,CARD,CANCELLED
10767,88,6,2025-12-30,CARD,CANCELLED
10768,110,10,2025-11-06,CARD,PLACED
10769,21,8,2025-09-12,CARD,DELIVERED
10770,33,7,2025-06-21,UPI,DELIVERED
10771,47,1,2025-08-20,CASH,DELIVERED
10772,98,5,2025-08-29,UPI,DELIVERED
10773,93,4,2025-12-13,UPI,DELIVERED
10774,100,2,2025-12-31,CASH,DELIVERED
10775,57,5,2025-10-12,CARD,DELIVERED
10776,7,9,2025-12-01,UPI,PLACED
10777,65,7,2025-10-15,CARD,DELIVERED
10778,115,5,2025-06-14,CARD,CANCELLED
10779,11,4,2025-07-19,UPI,DELIVERED
10780,118,7,2025-07-10,CARD,DELIVERED
10781,5,3,2025-07-19,CASH,DELIVERED
10782,13,4,2025-09-11,NETBANKING,CANCELLED
10783,101,8,2025-06-30,UPI,DELIVERED
10784,104,9,2025-06-13,UPI,DELIVERED
10785,5,8,2025-07-28,UPI,DELIVERED
10786,98,8,2025-11-16,UPI,DELIVERED
10787,60,6,2025-09-29,UPI,DELIVERED
10788,83,3,2025-10-18,UPI,DELIVERED
10789,8,3,2025-08-05,CARD,DELIVERED
10790,13,3,2025-08-25,CASH,PLACED
10791,9,8,2026-01-06,UPI,PLACED
10792,112,10,2025-07-12,UPI,DELIVERED
10793,13,3,2025-09-06,CARD,PLACED
10794,109,6,2025-10-08,CARD,DELIVERED
10795,23,3,2025-06-13,CARD,CANCELLED
10796,22,4,2026-01-04,UPI,PLACED
10797,110,4,2025-10-13,UPI,DELIVERED
10798,44,10,2025-11-23,CARD,DELIVERED
10799,68,1,2025-09-08,UPI,RETURNED
10800,103,9,2025-10-02,CARD,DELIVERED
10801,32,9,2025-10-17,UPI,DELIVERED
10802,65,5,2025-07-25,CARD,CANCELLED
10803,78,5,2025-11-01,CARD,PLACED
10804,87,6,2025-10-04,CASH,DELIVERED
10805,94,2,2025-12-29,UPI,DELIVERED
10806,65,2,2026-01-01,CASH,DELIVERED
10807,42,9,2025-12-27,UPI,DELIVERED
10808,119,1,2025-07-19,CARD,DELIVERED
10809,11,5,2025-11-14,CASH,DELIVERED
10810,54,3,2025-11-30,NETBANKING,DELIVERED
10811,96,9,2025-10-02,CARD,DELIVERED
10812,26,3,2025-09-05,CARD,DELIVERED
10813,106,2,2025-08-10,CARD,DELIVERED
10814,11,1,2025-09-30,CASH,PLACED
10815,82,9,2025-10-03,CARD,PLACED
10816,77,5,2025-12-26,NETBANKING,DELIVERED
10817,14,10,2025-12-02,UPI,DELIVERED
10818,46,9,2025-08-17,CASH,DELIVERED
10819,78,10,2025-06-15,UPI,DELIVERED
10820,18,10,2025-06-02,UPI,DELIVERED
10821,5,7,2025-07-01,CARD,DELIVERED
10822,10,3,2025-12-27,NETBANKING,PLACED
10823,63,1,2025-09-06,CASH,DELIVERED
10824,102,2,2025-07-30,UPI,DELIVERED
10825,38,2,2025-09-24,UPI,DELIVERED
10826,14,10,2025-12-10,UPI,CANCELLED
10827,33,9,2025-08-23,UPI,DELIVERED
10828,25,9,2025-09-15,NETBANKING,PLACED
10829,86,7,2025-11-04,CASH,DELIVERED
10830,46,8,2025-06-06,UPI,DELIVERED
10831,105,5,2025-10-27,CARD,DELIVERED
10832,4,6,2025-08-23,CASH,DELIVERED
10833,82,10,2025-07-11,NETBANKING,DELIVERED
10834,94,2,2025-12-11,UPI,DELIVERED
10835,11,3,2025-07-29,CARD,DELIVERED
10836,74,6,2025-07-16,CARD,PLACED
10837,32,3,2025-08-19,UPI,RETURNED
10838,103,7,2025-06-16,UPI,DELIVERED
10839,47,7,2025-07-24,UPI,DELIVERED
10840,58,8,2025-08-21,CARD,CANCELLED
10841,120,10,2025-06-10,CARD,CANCELLED
10842,90,9,2025-06-26,UPI,DELIVERED
10843,104,4,2025-07-04,UPI,DELIVERED
10844,8,9,2025-10-09,UPI,DELIVERED
10845,75,7,2025-09-30,UPI,CANCELLED
10846,18,10,2025-07-09,CARD,DELIVERED
10847,82,5,2025-06-01,UPI,DELIVERED
10848,17,3,2025-08-04,UPI,DELIVERED
10849,77,6,2025-10-15,CARD,DELIVERED
10850,98,7,2025-10-04,UPI,DELIVERED
10851,14,3,2025-10-13,UPI,DELIVERED
10852,23,5,2025-09-21,CARD,DELIVERED
10853,104,3,2025-09-01,CASH,DELIVERED
10854,65,4,2025-12-27,UPI,DELIVERED
10855,87,2,2025-12-31,CASH,PLACED
10856,110,4,2025-10-14,CASH,RETURNED
10857,66,10,2025-10-11,UPI,DELIVERED
10858,45,6,2025-08-09,CASH,DELIVERED
10859,2,4,2025-07-31,UPI,RETURNED
10860,113,4,2025-07-18,CASH,DELIVERED
10861,91,5,2025-08-02,UPI,DELIVERED
10862,42,5,2025-07-01,CARD,DELIVERED
10863,32,10,2025-07-20,CASH,CANCELLED
10864,109,7,2025-09-25,UPI,DELIVERED
10865,113,2,2025-09-06,UPI,DELIVERED
10866,4,10,2025-10-05,CARD,DELIVERED
10867,53,3,2025-10-12,CARD,DELIVERED
10868,13,8,2026-01-03,UPI,DELIVERED
10869,72,2,2025-08-01,CASH,DELIVERED
10870,15,5,2025-06-01,CARD,DELIVERED
10871,48,2,2025-07-10,CASH,DELIVERED
10872,96,9,2025-10-23,UPI,DELIVERED
10873,40,7,2025-08-20,CARD,DELIVERED
10874,72,9,2025-07-27,CARD,PLACED
10875,66,1,2025-08-16,UPI,DELIVERED
10876,90,2,2026-01-01,UPI,CANCELLED
10877,14,8,2025-08-07,CASH,DELIVERED
10878,1,3,2025-08-24,UPI,DELIVERED
10879,93,2,2025-10-11,CASH,DELIVERED
10880,116,8,2025-06-07,UPI,CANCELLED
10881,70,3,2025-11-13,UPI,DELIVERED
10882,104,1,2025-12-24,CARD,DELIVERED
10883,89,1,2025-10-13,UPI,RETURNED
10884,73,4,2025-10-14,NETBANKING,DELIVERED
10885,87,3,2025-06-07,CARD,DELIVERED
10886,113,9,2025-07-18,CASH,DELIVERED
10887,108,7,2025-09-10,UPI,PLACED
10888,105,9,2025-07-23,CASH,DELIVERED
10889,86,4,2025-11-09,UPI,DELIVERED
10890,11,9,2025-11-22,NETBANKING,DELIVERED
10891,111,1,2025-08-15,UPI,PLACED
10892,28,9,2025-06-25,UPI,DELIVERED
10893,77,4,2025-07-19,UPI,PLACED
10894,20,6,2025-12-04,UPI,RETURNED
10895,66,1,2025-10-01,UPI,DELIVERED
10896,114,2,2025-10-22,UPI,DELIVERED
10897,56,5,2025-09-18,CASH,DELIVERED
10898,5,9,2025-12-25,CARD,DELIVERED
10899,37,7,2025-08-19,CARD,DELIVERED
10900,32,10,2025-08-05,UPI,DELIVERED
10901,26,4,2025-10-14,UPI,DELIVERED
10902,73,2,2025-11-05,CARD,PLACED
10903,4,5,2025-11-02,UPI,DELIVERED
10904,12,4,2025-06-28,CASH,PLACED
10905,115,6,2025-11-23,NETBANKING,DELIVERED
10906,65,1,2025-07-17,CASH,PLACED
10907,42,1,2025-11-28,CASH,DELIVERED
10908,1,4,2025-12-24,CARD,DELIVERED
10909,86,9,2025-10-10,CARD,DELIVERED
10910,33,10,2025-11-03,UPI,DELIVERED
10911,75,6,2025-10-23,CASH,DELIVERED
10912,48,2,2025-12-05,CARD,RETURNED
10913,79,1,2025-09-13,UPI,DELIVERED
10914,93,6,2025-12-22,CARD,CANCELLED
10915,51,4,2025-08-20,CASH,DELIVERED
10916,45,5,2025-11-29,UPI,DELIVERED
10917,109,1,2025-12-17,CARD,PLACED
10918,8,8,2025-08-11,CARD,DELIVERED
10919,106,8,2025-08-17,CASH,DELIVERED
10920,95,4,2025-08-15,UPI,DELIVERED
10921,30,5,2025-06-19,UPI,DELIVERED
10922,79,2,2025-06-10,UPI,DELIVERED
10923,53,7,2025-07-15,UPI,DELIVERED
10924,22,5,2025-10-05,UPI,DELIVERED
10925,8,1,2025-06-10,,DELIVERED
10926,105,1,2025-10-09,NETBANKING,DELIVERED
10927,78,10,2025-09-06,UPI,DELIVERED
10928,4,10,2025-08-08,UPI,PLACED
10929,61,9,2025-06-03,CARD,DELIVERED
10930,35,3,2026-01-03,CARD,DELIVERED
10931,43,1,2025-12-15,UPI,DELIVERED
10932,119,3,2025-08-06,CARD,DELIVERED
10933,115,6,2025-07-20,UPI,DELIVERED
10934,33,3,2025-12-18,CARD,DELIVERED
10935,45,8,2025-12-12,UPI,RETURNED
10936,82,8,2025-10-31,CARD,PLACED
10937,26,3,2026-01-03,CASH,DELIVERED
10938,3,4,2025-07-20,CARD,CANCELLED
10939,52,5,2025-11-22,CASH,DELIVERED
10940,107,2,2025-11-14,UPI,DELIVERED
10941,52,1,2025-11-28,UPI,PLACED
10942,17,4,2025-10-01,CARD,CANCELLED
10943,24,2,2025-12-20,UPI,DELIVERED
10944,42,3,2026-01-04,UPI,DELIVERED
10945,62,4,2025-12-17,CARD,DELIVERED
10946,113,4,2025-10-30,UPI,DELIVERED
10947,39,7,2025-06-20,UPI,PLACED
10948,28,6,2025-10-05,NETBANKING,DELIVERED
10949,88,10,2025-10-09,CARD,CANCELLED
10950,67,10,2025-12-19,UPI,DELIVERED
10951,22,7,2025-07-08,CARD,PLACED
10952,62,10,2025-07-14,CASH,DELIVERED
10953,24,2,2025-12-31,UPI,PLACED
10954,117,4,2025-11-29,UPI,CANCELLED
10955,69,4,2025-11-23,CARD,DELIVERED
10956,114,5,2025-10-15,UPI,PLACED
10957,118,5,2025-11-07,UPI,DELIVERED
10958,93,8,2025-10-04,CARD,CANCELLED
10959,57,8,2025-06-28,CASH,CANCELLED
10960,37,2,2025-08-06,CARD,RETURNED
10961,51,5,2025-08-25,NETBANKING,DELIVERED
10962,7,5,2026-01-03,CARD,PLACED
10963,85,3,2025-08-07,CASH,DELIVERED
10964,10,5,2025-07-25,UPI,DELIVERED
10965,59,4,2025-06-23,CARD,PLACED
10966,6,9,2025-11-05,UPI,DELIVERED
10967,37,7,2025-07-12,UPI,DELIVERED
10968,17,1,2025-11-11,UPI,DELIVERED
10969,64,5,2025-11-01,UPI,DELIVERED
10970,48,3,2025-11-06,UPI,DELIVERED
10971,24,10,2025-06-09,CARD,DELIVERED
10972,95,3,2025-06-23,CASH,PLACED
10973,12,2,2025-08-10,UPI,DELIVERED
10974,6,4,2025-08-09,NETBANKING,DELIVERED
10975,108,5,2025-12-07,CARD,RETURNED
10976,26,10,2025-08-27,NETBANKING,DELIVERED
10977,74,5,2025-07-03,CASH,PLACED
10978,4,3,2025-11-19,CARD,PLACED
10979,111,8,2025-11-21,CASH,PLACED
10980,72,4,2025-07-31,UPI,DELIVERED
10981,43,6,2025-11-18,CASH,DELIVERED
10982,15,1,2025-06-05,UPI,DELIVERED
10983,62,2,2025-08-20,UPI,DELIVERED
10984,8,6,2025-10-09,CARD,DELIVERED
10985,6,4,2025-08-09,CARD,CANCELLED
10986,38,5,2025-11-23,UPI,DELIVERED
10987,1,6,2025-07-26,CARD,DELIVERED
10988,33,4,2025-10-29,CASH,DELIVERED
10989,11,7,2025-09-02,CARD,DELIVERED
10990,14,7,2025-10-06,CASH,DELIVERED
10991,108,9,2025-10-31,UPI,DELIVERED
10992,116,1,2025-12-30,UPI,PLACED
10993,43,6,2025-12-30,UPI,DELIVERED
10994,112,5,2025-07-19,UPI,DELIVERED
10995,93,7,2025-08-22,CASH,DELIVERED
10996,49,8,2025-08-05,UPI,DELIVERED
10997,117,7,2025-08-18,UPI,DELIVERED
10998,43,4,2025-08-01,CASH,DELIVERED
10999,3,5,2025-10-02,NETBANKING,DELIVERED
11000,97,9,2025-08-28,NETBANKING,DELIVERED
11001,13,4,2025-08-09,UPI,RETURNED
11002,7,5,2025-09-14,UPI,DELIVERED
11003,54,8,2025-07-03,CARD,DELIVERED
11004,34,6,2025-08-08,NETBANKING,CANCELLED
11005,71,10,2025-10-27,CARD,DELIVERED
11006,112,8,2025-12-09,CARD,DELIVERED
11007,48,6,2025-11-07,UPI,DELIVERED
11008,117,9,2025-11-24,CARD,DELIVERED
11009,104,10,2025-09-17,UPI,DELIVERED
11010,116,1,2025-07-03,UPI,PLACED
11011,15,8,2025-09-02,UPI,DELIVERED
11012,80,6,2025-12-20,CARD,CANCELLED
11013,37,8,2025-11-25,UPI,RETURNED
11014,55,7,2025-11-28,UPI,DELIVERED
11015,25,4,2025-09-28,CASH,DELIVERED
11016,78,5,2025-06-28,UPI,DELIVERED
11017,71,7,2025-10-30,CASH,DELIVERED
11018,41,9,2025-10-17,CARD,PLACED
11019,18,6,2025-09-29,CARD,PLACED
11020,46,6,2025-09-28,CASH,RETURNED
11021,20,6,2025-08-21,CARD,DELIVERED
11022,90,6,2025-09-13,CARD,DELIVERED
11023,56,5,2025-08-25,UPI,PLACED
11024,99,3,2025-11-14,CASH,DELIVERED
11025,75,2,2025-06-09,CASH,CANCELLED
11026,94,1,2025-06-11,UPI,DELIVERED
11027,31,6,2025-10-10,UPI,DELIVERED
11028,73,7,2025-07-28,UPI,DELIVERED
11029,87,4,2025-07-01,,DELIVERED
11030,83,1,2025-07-26,CARD,PLACED
11031,26,9,2025-08-06,UPI,DELIVERED
11032,50,6,2025-10-07,CASH,PLACED
11033,112,8,2025-07-20,NETBANKING,PLACED
11034,84,10,2025-11-13,UPI,DELIVERED
11035,49,10,2025-09-11,UPI,DELIVERED
11036,118,1,2025-09-09,NETBANKING,PLACED
11037,65,2,2025-12-31,UPI,CANCELLED
11038,37,9,2025-11-09,CARD,DELIVERED
11039,47,1,2025-08-27,CARD,DELIVERED
11040,107,1,2025-06-06,CASH,DELIVERED
11041,96,4,2025-06-20,CASH,DELIVERED
11042,6,8,2025-09-13,UPI,DELIVERED
11043,48,2,2025-06-03,CARD,DELIVERED
11044,1,1,2025-06-27,CASH,DELIVERED
11045,88,5,2025-06-06,CARD,DELIVERED
11046,58,8,2025-11-30,NETBANKING,CANCELLED
11047,58,5,2025-10-18,UPI,DELIVERED
11048,60,3,2025-08-01,UPI,DELIVERED
11049,41,8,2025-07-18,UPI,DELIVERED
11050,10,1,2025-07-09,UPI,DELIVERED
11051,4,10,2025-09-06,CASH,DELIVERED
11052,59,1,2025-11-22,NETBANKING,DELIVERED
11053,112,8,2025-06-21,CARD,DELIVERED
11054,39,9,2025-10-10,CASH,DELIVERED
11055,101,8,2025-12-02,CARD,DELIVERED
11056,8,8,2025-08-08,UPI,DELIVERED
11057,5,9,2025-08-01,UPI,DELIVERED
11058,54,2,2025-06-07,CASH,DELIVERED
11059,42,7,2025-10-30,UPI,DELIVERED
11060,68,4,2025-12-25,UPI,CANCELLED
11061,111,8,2025-11-24,UPI,DELIVERED
11062,51,3,2025-09-02,CARD,DELIVERED
11063,23,6,2025-11-12,UPI,DELIVERED
11064,119,9,2025-10-14,UPI,DELIVERED
11065,35,7,2025-07-18,CASH,DELIVERED
11066,7,10,2025-09-18,CASH,DELIVERED
11067,2,10,2025-10-13,CARD,DELIVERED
11068,79,3,2025-10-18,CARD,DELIVERED
11069,68,9,2025-10-05,CASH,CANCELLED
11070,117,8,2025-08-09,UPI,PLACED
11071,23,8,2025-09-21,CASH,DELIVERED
11072,76,5,2026-01-03,UPI,DELIVERED
11073,25,5,2025-11-05,UPI,PLACED
11074,22,9,2025-08-14,CARD,PLACED
11075,94,5,2025-08-01,UPI,DELIVERED
11076,115,4,2025-06-30,CARD,DELIVERED
11077,24,5,2025-07-22,UPI,DELIVERED
11078,74,4,2025-11-18,UPI,DELIVERED
11079,111,4,2025-09-22,CASH,PLACED
11080,66,8,2025-11-28,UPI,PLACED
11081,8,8,2025-11-30,CASH,DELIVERED
11082,33,2,2025-08-29,UPI,DELIVERED
11083,52,2,2025-09-29,CARD,DELIVERED
11084,40,1,2025-12-20,CARD,CANCELLED
11085,3,1,2025-06-23,CASH,DELIVERED
11086,15,7,2025-06-17,CARD,DELIVERED
11087,107,1,2025-12-26,CARD,PLACED
11088,118,9,2025-12-26,UPI,DELIVERED
11089,9,10,2025-08-16,CARD,CANCELLED
11090,57,3,2025-12-13,UPI,CANCELLED
11091,10,8,2025-07-21,UPI,DELIVERED
11092,84,7,2025-06-27,CARD,DELIVERED
11093,65,8,2025-12-07,UPI,PLACED
11094,84,2,2025-11-13,UPI,DELIVERED
11095,19,4,2026-01-04,CARD,DELIVERED
11096,16,10,2026-01-01,CARD,DELIVERED
11097,75,2,2025-10-15,CARD,DELIVERED
11098,11,3,2025-12-11,CARD,DELIVERED
11099,69,3,2025-11-07,CARD,PLACED
11100,90,6,2025-07-12,CARD,DELIVERED
11101,103,7,2025-07-17,UPI,DELIVERED
11102,71,2,2025-11-06,CASH,DELIVERED
11103,9,4,2025-06-05,CARD,DELIVERED
11104,8,2,2025-09-08,CASH,DELIVERED
11105,15,1,2025-12-02,UPI,DELIVERED
11106,90,3,2025-11-24,UPI,PLACED
11107,97,10,2025-08-31,CARD,DELIVERED
11108,37,3,2025-09-09,CARD,DELIVERED
11109,5,6,2025-12-03,NETBANKING,PLACED
11110,77,8,2025-11-25,NETBANKING,DELIVERED
11111,62,10,2026-01-05,UPI,DELIVERED
11112,20,3,2025-10-16,CARD,DELIVERED
11113,86,5,2025-06-27,UPI,DELIVERED
11114,45,7,2025-06-30,CARD,DELIVERED
11115,113,10,2025-09-15,CARD,RETURNED
11116,100,4,2025-11-28,CARD,CANCELLED
11117,86,3,2025-10-26,CARD,DELIVERED
11118,52,7,2025-08-08,UPI,DELIVERED
