order_id,customer_id,order_date,order_status,payment_method
644,115,2023-04-26,PLACED,NETBANKING
645,120,2024-08-05,PLACED,CARD
646,143,2023-03-15,PLACED,NETBANKING
647,125,2023-03-27,DELIVERED,COD
648,145,2023-09-28,PLACED,NETBANKING
649,112,2024-05-15,PLACED,WALLET
650,83,2023-01-09,PLACED,UPI
651,74,2024-10-04,SHIPPED,COD
652,63,2023-03-22,PLACED,UPI
653,7,2024-02-09,DELIVERED,COD
654,95,2023-07-10,RETURNED,WALLET
655,44,2023-04-15,DELIVERED,COD
656,84,2024-01-24,PLACED,COD
657,82,2023-08-24,PLACED,WALLET
658,95,2023-09-17,PLACED,UPI
659,28,2024-08-03,DELIVERED,NETBANKING
660,13,2023-08-10,SHIPPED,NETBANKING
661,41,2023-11-03,SHIPPED,UPI
662,37,2024-12-05,PLACED,CARD
663,114,2024-10-14,RETURNED,UPI
664,11,2024-03-26,SHIPPED,CARD
665,96,2023-01-03,PLACED,WALLET
666,131,2024-03-11,PLACED,UPI
667,15,2024-06-10,DELIVERED,COD
668,17,2024-03-25,PLACED,CARD
669,43,2024-01-23,PLACED,NETBANKING
670,145,2024-11-22,PLACED,CARD
671,121,2023-03-29,SHIPPED,WALLET
672,118,2024-03-14,RETURNED,CARD
673,103,2024-09-15,SHIPPED,UPI
674,85,2024-09-15,DELIVERED,WALLET
675,147,2024-03-07,RETURNED,NETBANKING
676,36,2023-11-03,CANCELLED,WALLET
677,8,2023-07-13,PLACED,NETBANKING
678,22,2023-05-31,DELIVERED,COD
679,143,2024-08-17,CANCELLED,COD
680,136,2023-09-04,SHIPPED,NETBANKING
681,67,2023-04-27,PLACED,CARD
682,141,2023-04-25,PLACED,COD
683,25,2023-07-12,SHIPPED,COD
684,126,2023-08-21,SHIPPED,CARD
685,139,2024-08-09,DELIVERED,WALLET
686,146,2023-03-24,CANCELLED,UPI
687,113,2023-05-18,CANCELLED,WALLET
688,130,2025-01-01,DELIVERED,UPI
689,132,2023-04-15,SHIPPED,NETBANKING
690,140,2023-06-25,RETURNED,CARD
691,145,2024-05-01,DELIVERED,CARD
692,96,2024-09-25,PLACED,CARD
693,13,2024-01-17,PLACED,WALLET
694,55,2024-04-15,PLACED,CARD
695,110,2023-03-31,SHIPPED,CARD
696,145,2023-04-28,CANCELLED,COD
697,44,2024-01-11,DELIVERED,COD
698,3,2023-09-19,PLACED,COD
699,132,2025-01-24,SHIPPED,COD
700,126,2023-02-14,DELIVERED,COD
701,26,2023-12-31,SHIPPED,WALLET
702,29,2023-02-04,CANCELLED,CARD
703,66,2023-12-29,PLACED,NETBANKING
704,6,2024-08-18,SHIPPED,UPI
705,125,2023-04-24,PLACED,COD
706,48,2023-06-03,SHIPPED,COD
707,98,2023-05-28,SHIPPED,COD
708,138,2024-12-07,DELIVERED,COD
709,114,2023-01-15,PLACED,CARD
710,125,2024-05-28,SHIPPED,UPI
711,10,2023-03-18,PLACED,WALLET
712,101,2024-05-02,RETURNED,NETBANKING
713,101,2023-08-23,CANCELLED,WALLET
714,133,2023-03-19,PLACED,WALLET
715,56,2023-11-15,CANCELLED,WALLET
716,12,2023-08-05,PLACED,COD
717,120,2023-12-06,SHIPPED,NETBANKING
718,91,2023-11-18,PLACED,WALLET
719,124,2023-12-08,PLACED,CARD
720,118,2024-09-15,PLACED,CARD
721,37,2023-10-07,PLACED,UPI
722,129,2023-09-26,PLACED,WALLET
723,136,2024-08-21,RETURNED,UPI
724,144,2023-04-08,CANCELLED,NETBANKING
725,147,2024-10-11,PLACED,COD
726,61,2023-05-25,DELIVERED,COD
727,88,2025-01-27,PLACED,CARD
728,90,2024-07-17,DELIVERED,COD
729,16,2024-12-22,PLACED,COD
730,124,2024-05-30,PLACED,CARD
731,61,2023-12-24,PLACED,CARD
732,2,2024-11-18,SHIPPED,NETBANKING
733,102,2024-08-05,DELIVERED,CARD
734,17,2023-05-28,PLACED,COD
735,65,2025-01-14,SHIPPED,COD
736,19,2023-07-14,SHIPPED,UPI
737,150,2023-07-03,PLACED,COD
738,120,2024-01-01,RETURNED,NETBANKING
739,18,2024-05-11,PLACED,CARD
740,71,2023-09-21,SHIPPED,CARD
741,69,2023-08-31,DELIVERED,CARD
742,13,2024-02-14,SHIPPED,WALLET
743,73,2024-05-28,SHIPPED,CARD
744,62,2025-01-21,PLACED,CARD
745,13,2023-03-23,PLACED,WALLET
746,88,2025-01-06,PLACED,CARD
747,70,2024-07-03,SHIPPED,UPI
748,83,2023-01-29,PLACED,COD
749,7,2024-10-26,SHIPPED,WALLET
750,87,2023-06-28,PLACED,NETBANKING
751,12,2023-03-31,SHIPPED,COD
752,127,2024-09-04,PLACED,NETBANKING
753,4,2023-01-27,CANCELLED,WALLET
754,81,2023-02-27,SHIPPED,COD
755,41,2023-04-06,PLACED,CARD
756,37,2024-06-26,DELIVERED,UPI
757,92,2024-01-06,SHIPPED,WALLET
758,143,2023-06-07,DELIVERED,WALLET
759,148,2023-12-05,PLACED,WALLET
760,67,2024-12-29,SHIPPED,UPI
761,80,2024-10-29,DELIVERED,NETBANKING
762,144,2023-10-12,PLACED,WALLET
763,71,2023-05-16,PLACED,WALLET
764,122,2023-04-13,DELIVERED,COD
765,39,2024-10-05,PLACED,UPI
766,8,2024-10-01,PLACED,UPI
767,140,2024-05-28,PLACED,CARD
768,67,2024-09-12,PLACED,CARD
769,46,2025-01-25,CANCELLED,CARD
770,136,2023-01-30,PLACED,CARD
771,114,2024-05-25,PLACED,COD
772,100,2024-04-16,PLACED,UPI
773,28,2024-11-06,DELIVERED,UPI
774,103,2024-11-21,CANCELLED,UPI
775,59,2024-07-31,PLACED,NETBANKING
776,58,2023-02-01,PLACED,COD
777,112,2023-09-05,PLACED,CARD
778,84,2024-03-11,SHIPPED,COD
779,128,2023-08-10,RETURNED,CARD
780,123,2023-10-01,RETURNED,CARD
781,77,2023-10-17,PLACED,UPI
782,125,2023-09-13,PLACED,WALLET
783,116,2023-08-06,SHIPPED,CARD
784,93,2023-02-17,DELIVERED,NETBANKING
785,47,2024-03-21,CANCELLED,COD
786,7,2023-04-25,PLACED,UPI
787,35,2023-11-06,PLACED,COD
788,25,2023-06-22,SHIPPED,NETBANKING
789,24,2024-02-29,PLACED,NETBANKING
790,86,2023-02-03,SHIPPED,CARD
791,4,2023-02-08,PLACED,WALLET
792,60,2024-08-11,SHIPPED,UPI
793,6,2023-02-19,RETURNED,COD
794,17,2023-04-23,PLACED,NETBANKING
795,35,2024-06-22,SHIPPED,CARD
796,58,2024-12-02,SHIPPED,WALLET
797,129,2023-04-26,SHIPPED,NETBANKING
798,20,2023-12-24,RETURNED,CARD
799,19,2023-10-07,DELIVERED,UPI
800,68,2023-10-03,PLACED,UPI
801,51,2024-06-04,PLACED,WALLET
802,93,2023-10-01,PLACED,UPI
803,117,2024-07-11,PLACED,COD
804,106,2025-01-04,PLACED,NETBANKING
805,82,2024-07-06,SHIPPED,CARD
806,100,2024-01-30,CANCELLED,CARD
807,2,2023-09-02,SHIPPED,COD
808,97,2023-09-04,DELIVERED,UPI
809,23,2024-09-27,DELIVERED,UPI
810,104,2024-12-11,SHIPPED,NETBANKING
811,141,2024-11-15,PLACED,WALLET
812,1,2024-04-29,DELIVERED,NETBANKING
813,131,2023-12-17,SHIPPED,NETBANKING
814,61,2024-10-06,DELIVERED,NETBANKING
815,91,2024-12-30,PLACED,WALLET
816,69,2024-09-19,DELIVERED,COD
817,19,2024-10-05,DELIVERED,CARD
818,68,2023-09-26,CANCELLED,NETBANKING
819,90,2024-06-18,SHIPPED,WALLET
820,57,2023-05-26,PLACED,WALLET
821,94,2024-06-20,PLACED,CARD
822,94,2023-09-02,DELIVERED,CARD
823,118,2023-07-01,SHIPPED,UPI
824,83,2024-01-26,PLACED,NETBANKING
825,32,2024-02-24,PLACED,COD
826,97,2023-04-16,PLACED,WALLET
827,134,2023-11-06,SHIPPED,UPI
828,71,2024-02-10,PLACED,NETBANKING
829,29,2024-04-05,SHIPPED,CARD
830,133,2023-06-03,PLACED,CARD
831,94,2024-05-15,SHIPPED,CARD
832,95,2024-06-19,PLACED,NETBANKING
833,65,2023-01-19,SHIPPED,UPI
834,147,2023-09-23,PLACED,CARD
835,79,2025-01-05,SHIPPED,COD
836,66,2023-09-05,PLACED,NETBANKING
837,24,2024-06-21,SHIPPED,UPI
838,52,2023-05-12,SHIPPED,COD
839,96,2023-02-14,DELIVERED,NETBANKING
840,94,2023-02-12,DELIVERED,COD
841,105,2024-03-17,SHIPPED,COD
842,91,2023-09-02,PLACED,WALLET
843,34,2024-09-25,PLACED,WALLET
844,96,2023-03-06,DELIVERED,COD
845,19,2023-03-23,DELIVERED,NETBANKING
846,101,2024-06-22,SHIPPED,UPI
847,28,2024-08-30,SHIPPED,NETBANKING
848,112,2024-02-29,RETURNED,CARD
849,17,2024-03-26,PLACED,CARD
850,132,2023-01-10,DELIVERED,CARD
851,103,2024-07-08,PLACED,COD
852,142,2023-12-05,DELIVERED,NETBANKING
853,31,2023-04-03,PLACED,UPI
854,147,2023-01-16,PLACED,UPI
855,56,2024-07-31,SHIPPED,CARD
856,86,2024-05-09,CANCELLED,WALLET
857,107,2024-08-20,PLACED,NETBANKING
858,13,2024-10-03,PLACED,COD
859,49,2024-06-14,RETURNED,CARD
860,138,2023-10-09,SHIPPED,UPI
861,81,2024-01-28,PLACED,COD
862,143,2024-02-09,SHIPPED,NETBANKING
863,14,2023-11-11,PLACED,NETBANKING
864,112,2024-07-06,PLACED,CARD
865,34,2023-02-23,PLACED,COD
866,119,2024-11-03,SHIPPED,WALLET
867,37,2024-01-10,CANCELLED,COD
868,52,2024-04-12,CANCELLED,WALLET
869,14,2025-01-16,PLACED,WALLET
870,18,2024-02-23,RETURNED,COD
871,10,2023-10-08,PLACED,NETBANKING
872,75,2023-07-25,DELIVERED,WALLET
873,117,2024-02-20,CANCELLED,NETBANKING
874,53,2023-07-28,PLACED,NETBANKING
875,32,2023-02-20,PLACED,UPI
876,128,2023-07-04,PLACED,WALLET
877,43,2024-05-25,PLACED,COD
878,55,2024-07-01,DELIVERED,CARD
879,53,2024-06-12,PLACED,UPI
880,52,2023-04-04,RETURNED,NETBANKING
881,58,2024-11-05,DELIVERED,NETBANKING
882,109,2023-06-08,CANCELLED,CARD
883,11,2023-06-13,DELIVERED,COD
884,60,2024-08-19,DELIVERED,WALLET
885,40,2023-11-13,CANCELLED,COD
886,141,2023-08-08,PLACED,CARD
887,101,2023-02-03,PLACED,CARD
888,75,2023-08-17,DELIVERED,UPI
889,51,2024-04-20,PLACED,CARD
890,111,2023-12-08,DELIVERED,UPI
891,10,2023-12-27,PLACED,CARD
892,135,2024-06-22,PLACED,NETBANKING
893,90,2023-01-19,DELIVERED,NETBANKING
894,24,2023-07-25,SHIPPED,COD
895,150,2024-07-07,DELIVERED,CARD
896,36,2024-04-26,PLACED,CARD
897,149,2023-11-04,PLACED,WALLET
898,26,2023-01-02,PLACED,CARD
899,77,2023-02-21,PLACED,COD
900,116,2024-05-07,PLACED,COD
51,146,2023-01-17,DELIVERED,WALLET
